delta Time, Unix Time, pr1, pr2, pr3, pr4, pr5, label
1.81384086609,1580262588.02,422,882,559,675,303,extend,
1.81459879875,1580262588.02,420,882,559,675,301,extend,
1.81524181366,1580262588.02,419,880,558,673,297,extend,
1.81580281258,1580262588.02,422,882,557,674,302,extend,
1.81630587578,1580262588.02,421,882,559,675,303,extend,
1.8172287941,1580262588.03,422,882,559,675,303,extend,
1.81776380539,1580262588.03,420,882,559,675,301,extend,
1.81829881668,1580262588.03,419,880,558,673,297,extend,
1.81882691383,1580262588.03,422,882,557,674,302,extend,
1.81938290596,1580262588.03,421,882,559,675,303,extend,
1.82008099556,1580262588.03,419,880,5419,880,556,extend,
1.82060980797,1580262588.03,419,880,557,667,300,extend,
1.82113289833,1580262588.03,417,879,556,664,297,extend,
1.82166194916,1580262588.03,417,880,556,665,295,extend,
1.82218384743,1580262588.03,419,881,557,668,300,extend,
1.82270979881,1580262588.03,417,880,555,666,297,extend,
1.82326292992,1580262588.03,418,879,554,665,296,extend,
1.82398200035,1580262588.03,419,881,556,668,298,extend,
1.82477879524,1580262588.03,418,879,556,667,299,extend,
1.83223485947,1580262588.04,418,880,555,666,296,extend,
1.85291481018,1580262588.06,417,881,554,665,296,extend,
1.87746191025,1580262588.09,420,880,557,667,298,extend,
1.90222883224,1580262588.11,419,880,556,668,300,extend,
1.9223959446,1580262588.13,418,880,556,666,297,extend,
1.94700098038,1580262588.16,419,879,555,666,296,extend,
1.96758198738,1580262588.18,419,881,555,667,300,extend,
1.99205780029,1580262588.2,418,880,556,667,300,extend,
2.01662683487,1580262588.23,417,881,556,664,297,extend,
2.03714585304,1580262588.25,417,880,556,665,295,extend,
2.06166195869,1580262588.27,418,879,556,667,300,extend,
2.08222985268,1580262588.29,417,880,555,668,299,extend,
2.10681390762,1580262588.32,417,879,555,665,295,extend,
2.13142800331,1580262588.34,418,880,554,666,295,extend,
2.15165495872,1580262588.36,419,881,556,667,300,extend,
2.17623591423,1580262588.38,419,880,556,667,301,extend,
2.19677090645,1580262588.41,417,880,556,666,297,extend,
2.22145485878,1580262588.43,419,880,555,665,298,extend,
2.24240279198,1580262588.45,419,880,556,667,299,extend,
2.26651787758,1580262588.48,418,881,556,667,300,extend,
2.29105091095,1580262588.5,417,880,555,666,297,extend,
2.31159877777,1580262588.52,418,881,556,665,297,extend,
2.33627486229,1580262588.54,418,880,556,667,300,extend,
2.35660099983,1580262588.57,417,879,555,667,300,extend,
2.38122296333,1580262588.59,416,880,554,665,296,extend,
2.40600800514,1580262588.61,418,881,556,664,297,extend,
2.42639183998,1580262588.63,420,880,556,667,299,extend,
2.45084095001,1580262588.66,419,881,556,667,299,extend,
2.47144579887,1580262588.68,418,879,555,665,297,extend,
2.49585485458,1580262588.7,418,881,554,666,297,extend,
2.52033185959,1580262588.73,419,881,555,667,301,extend,
2.54139089584,1580262588.75,418,880,554,667,298,extend,
2.56544589996,1580262588.77,417,880,551,665,296,extend,
2.58596992493,1580262588.79,418,880,551,663,296,extend,
2.61063480377,1580262588.82,419,879,549,660,298,extend,
2.63108682632,1580262588.84,417,875,543,644,297,extend,
2.65573692322,1580262588.86,416,867,536,617,291,extend,
2.68004584312,1580262588.89,416,860,528,593,291,extend,
2.70061993599,1580262588.91,418,852,519,563,293,extend,
2.72555184364,1580262588.93,417,846,509,534,290,extend,
2.74579977989,1580262588.95,419,840,497,510,287,extend,
2.77066493034,1580262588.98,421,835,493,489,289,extend,
2.79492378235,1580262589.0,423,830,486,475,291,extend,
2.81539297104,1580262589.02,422,828,482,463,288,extend,
2.83999300003,1580262589.05,423,826,478,453,287,extend,
2.86062192917,1580262589.07,424,826,476,449,288,extend,
2.88509678841,1580262589.09,424,825,474,448,292,extend,
2.90953087807,1580262589.12,425,824,473,444,289,extend,
2.93012285233,1580262589.14,423,825,471,439,286,extend,
2.95478582382,1580262589.16,426,825,470,439,290,extend,
2.97550487518,1580262589.18,427,826,469,439,290,extend,
2.99969792366,1580262589.21,426,824,468,436,287,extend,
3.02020978928,1580262589.23,428,823,467,433,287,extend,
3.0448307991,1580262589.25,427,826,466,435,287,extend,
3.0694668293,1580262589.28,430,825,467,435,292,extend,
3.09006094933,1580262589.3,429,824,463,433,287,extend,
3.11446380615,1580262589.32,427,824,463,431,287,extend,
3.13497877121,1580262589.34,429,824,464,433,290,extend,
3.15944099426,1580262589.37,430,824,462,435,291,extend,
3.18391895294,1580262589.39,428,822,459,432,289,extend,
3.20466589928,1580262589.41,428,823,459,426,287,extend,
3.22908878326,1580262589.44,428,822,459,425,288,extend,
3.24961185455,1580262589.46,431,821,458,424,292,extend,
3.27410387993,1580262589.48,428,822,458,420,288,extend,
3.29883098602,1580262589.51,429,821,457,419,287,extend,
3.31916189194,1580262589.53,431,822,458,423,290,extend,
3.34372186661,1580262589.55,430,822,456,427,290,extend,
3.36445879936,1580262589.57,429,821,456,423,288,extend,
3.38883280754,1580262589.6,429,821,453,421,287,extend,
3.40953087807,1580262589.62,430,821,454,424,288,extend,
3.43388080597,1580262589.64,430,822,455,426,289,extend,
3.45849299431,1580262589.67,429,822,454,424,285,extend,
3.47900891304,1580262589.69,428,821,453,422,284,extend,
3.50379896164,1580262589.71,429,822,455,424,291,extend,
3.52408981323,1580262589.73,429,822,454,426,290,extend,
3.54852700233,1580262589.76,429,819,454,423,286,extend,
3.57341480255,1580262589.78,426,822,455,422,286,extend,
3.59366679192,1580262589.8,430,822,455,426,289,extend,
3.61831092834,1580262589.83,430,823,456,429,291,extend,
3.63905000687,1580262589.85,426,823,455,430,287,extend,
3.66319990158,1580262589.87,429,822,457,428,286,extend,
3.68774986267,1580262589.9,430,823,456,433,289,extend,
3.70827388763,1580262589.92,430,822,456,434,290,extend,
3.73280477524,1580262589.94,428,822,456,432,287,extend,
3.75333094597,1580262589.96,428,821,455,432,285,extend,
3.77803683281,1580262589.99,429,823,456,435,288,extend,
3.79866600037,1580262590.01,429,822,456,437,290,extend,
3.82345700264,1580262590.03,424,823,455,435,286,extend,
3.8474779129,1580262590.06,428,822,455,436,286,extend,
3.8680999279,1580262590.08,430,823,456,438,288,extend,
3.89269185066,1580262590.1,429,824,457,439,289,extend,
3.91320180893,1580262590.12,429,823,457,438,286,extend,
3.93778991699,1580262590.15,426,824,456,435,287,extend,
3.9621989727,1580262590.17,429,822,457,437,288,extend,
3.98281478882,1580262590.19,428,822,456,436,290,extend,
4.00766587257,1580262590.22,427,822,453,432,286,extend,
4.02800679207,1580262590.24,428,821,456,430,286,extend,
4.05261683464,1580262590.26,430,823,454,433,289,extend,
4.07694578171,1580262590.29,429,823,454,433,289,extend,
4.09747195244,1580262590.31,428,821,454,431,286,extend,
4.12201881409,1580262590.33,427,823,450,432,285,extend,
4.14254999161,1580262590.35,429,821,452,432,287,extend,
4.16708183289,1580262590.38,428,823,452,435,286,extend,
4.18775081635,1580262590.4,428,822,450,432,284,extend,
4.21219182014,1580262590.42,428,821,449,432,285,extend,
4.23690199852,1580262590.45,430,823,451,436,289,extend,
4.25720596313,1580262590.47,428,822,452,436,287,extend,
4.28194284439,1580262590.49,425,822,451,433,286,extend,
4.30255293846,1580262590.51,427,821,452,435,286,extend,
