1E+027,pr2,pr3,pr4,pr5,label,intId
651,829,632,699,612,five,7
652,829,632,700,612,five,7
653,829,632,699,613,five,7
654,828,632,700,613,five,7
654,829,632,700,613,five,7
654,829,633,699,613,five,7
654,829,632,700,613,five,7
655,829,633,700,613,five,7
654,829,632,700,613,five,7
654,829,632,700,613,five,7
654,829,633,700,613,five,7
654,828,632,700,613,five,7
654,829,633,699,613,five,7
653,829,632,700,613,five,7
653,828,633,699,613,five,7
652,829,632,700,614,five,7
653,828,632,700,613,five,7
654,829,632,700,613,five,7
653,829,632,699,613,five,7
653,829,632,700,612,five,7
652,830,632,700,613,five,7
653,829,633,700,613,five,7
651,829,632,700,613,five,7
650,829,632,700,612,five,7
651,829,632,700,612,five,7
651,829,632,699,612,five,7
651,829,632,700,612,five,7
650,829,632,700,610,five,7
650,829,632,699,611,five,7
650,829,632,699,611,five,7
650,828,632,699,610,five,7
649,829,632,699,610,five,7
650,829,632,699,611,five,7
650,829,632,699,611,five,7
650,829,632,700,610,five,7
650,829,632,700,611,five,7
650,828,632,699,609,five,7
648,829,632,699,608,five,7
648,829,632,699,607,five,7
647,827,632,700,605,five,7
647,828,632,700,605,five,7
646,828,632,699,605,five,7
646,829,632,699,604,five,7
646,828,632,699,605,five,7
647,828,632,699,605,five,7
646,829,632,699,605,five,7
646,828,632,699,605,five,7
646,828,632,700,605,five,7
646,828,631,699,605,five,7
647,829,632,699,605,five,7
646,829,632,699,605,five,7
646,828,632,699,605,five,7
646,829,632,699,605,five,7
646,829,632,699,605,five,7
647,829,632,699,604,five,7
649,828,632,699,606,five,7
651,829,632,699,609,five,7
652,828,632,699,611,five,7
654,829,632,699,613,five,7
655,829,632,699,614,five,7
655,829,632,699,614,five,7
655,829,632,699,615,five,7
655,828,632,699,615,five,7
655,828,631,700,614,five,7
656,828,632,699,615,five,7
656,829,632,699,614,five,7
656,828,632,699,615,five,7
656,829,632,699,614,five,7
656,829,632,699,614,five,7
657,829,633,699,615,five,7
656,829,632,700,614,five,7
656,829,632,699,615,five,7
656,829,632,699,614,five,7
656,829,632,699,615,five,7
656,829,632,699,614,five,7
655,828,631,699,614,five,7
656,828,632,699,614,five,7
656,828,632,699,614,five,7
656,828,632,699,614,five,7
656,829,631,699,613,five,7
656,828,632,699,615,five,7
656,829,632,699,614,five,7
656,829,632,699,614,five,7
656,829,632,699,614,five,7
656,829,632,699,614,five,7
656,829,632,699,614,five,7
655,829,631,699,614,five,7
656,828,632,699,614,five,7
655,829,631,699,614,five,7
656,828,632,699,614,five,7
656,829,631,699,614,five,7
656,829,632,699,614,five,7
657,829,632,699,614,five,7
656,830,632,699,614,five,7
656,829,632,699,615,five,7
656,829,632,700,614,five,7
656,829,632,699,614,five,7
656,829,632,699,614,five,7
656,829,632,699,615,five,7
656,829,632,699,614,five,7
656,829,631,699,614,five,7
656,829,632,699,614,five,7
655,829,631,699,614,five,7
656,829,632,699,614,five,7
656,829,632,699,614,five,7
656,829,632,699,614,five,7
656,829,631,699,613,five,7
656,829,632,699,614,five,7
655,829,632,699,613,five,7
655,828,632,699,613,five,7
656,828,632,699,613,five,7
655,829,631,699,612,five,7
655,828,631,699,612,five,7
655,829,632,699,612,five,7
655,828,632,698,612,five,7
656,828,632,699,611,five,7
655,829,632,699,611,five,7
655,829,632,699,611,five,7
654,829,632,699,610,five,7
655,828,632,699,610,five,7
654,828,631,699,608,five,7
654,829,631,699,608,five,7
653,828,631,699,606,five,7
653,828,631,699,605,five,7
653,828,631,698,605,five,7
651,828,630,699,603,five,7
650,828,631,699,600,five,7
650,828,630,699,599,five,7
650,829,631,699,599,five,7
650,828,631,698,599,five,7
650,828,631,698,599,five,7
650,828,631,699,600,five,7
648,828,630,698,599,five,7
647,828,631,699,598,five,7
646,828,630,699,597,five,7
647,828,630,699,597,five,7
646,828,630,699,597,five,7
647,827,631,698,597,five,7
647,828,630,699,597,five,7
647,828,631,698,597,five,7
648,828,631,699,597,five,7
647,829,631,699,597,five,7
648,828,631,699,597,five,7
648,829,630,699,597,five,7
648,828,631,699,597,five,7
648,828,631,699,597,five,7
648,828,630,699,596,five,7
649,828,631,699,596,five,7
649,828,630,699,595,five,7
649,828,631,699,595,five,7
649,828,630,699,594,five,7
650,828,630,699,594,five,7
650,829,630,699,593,five,7
650,828,630,699,592,five,7
650,828,630,699,592,five,7
650,829,631,699,592,five,7
650,828,631,700,591,five,7
650,827,630,700,590,five,7
650,826,630,700,589,five,7
649,826,630,699,588,five,7
650,824,629,698,587,five,7
649,823,626,697,585,five,7
648,821,624,693,584,five,7
649,818,620,687,583,five,7
648,816,617,680,583,five,7
648,812,615,675,583,five,7
648,811,613,672,583,five,7
648,810,613,669,583,five,7
648,810,612,668,582,five,7
647,810,612,666,582,five,7
648,810,612,665,583,five,7
648,810,613,666,585,five,7
649,810,613,665,586,five,7
649,811,614,666,588,five,7
650,811,615,666,590,five,7
650,811,615,666,592,five,7
651,812,615,666,595,five,7
651,811,615,666,597,five,7
651,812,616,666,599,five,7
652,813,616,666,601,five,7
651,813,616,666,604,five,7
652,813,616,667,605,five,7
651,813,616,667,606,five,7
652,812,617,667,607,five,7
651,813,616,668,607,five,7
651,812,617,666,608,five,7
652,813,617,667,609,five,7
652,814,617,667,609,five,7
650,813,617,668,608,five,7
650,813,617,669,609,five,7
650,813,617,668,609,five,7
649,813,617,668,609,five,7
649,813,618,669,608,five,7
648,813,617,669,609,five,7
648,813,617,669,609,five,7
648,814,618,670,608,five,7
647,813,618,670,608,five,7
647,814,618,670,608,five,7
646,814,618,670,607,five,7
646,814,618,670,607,five,7
645,814,618,670,607,five,7
645,813,618,670,606,five,7
644,814,618,671,606,five,7
644,814,618,671,605,five,7
643,814,618,671,604,five,7
642,813,618,671,604,five,7
642,814,618,671,604,five,7
641,814,617,671,602,five,7
641,813,618,671,601,five,7
640,813,617,671,600,five,7
640,814,618,671,601,five,7
640,814,618,671,600,five,7
639,814,618,672,599,five,7
639,814,619,672,599,five,7
638,814,618,672,598,five,7
638,814,617,672,597,five,7
637,814,618,672,597,five,7
637,814,618,672,597,five,7
636,814,618,672,596,five,7
636,814,618,672,596,five,7
636,814,618,672,595,five,7
635,814,618,672,595,five,7
635,814,618,672,595,five,7
635,814,618,672,594,five,7
635,814,618,672,594,five,7
635,815,618,672,594,five,7
635,815,618,672,594,five,7
635,814,619,672,593,five,7
634,814,618,672,593,five,7
633,815,618,672,592,five,7
633,815,618,672,592,five,7
633,813,618,672,591,five,7
633,814,619,672,590,five,7
633,814,618,672,589,five,7
632,815,618,672,588,five,7
632,815,618,672,587,five,7
632,814,618,672,586,five,7
632,815,618,673,586,five,7
632,815,619,673,586,five,7
631,816,618,674,585,five,7
631,815,618,673,584,five,7
632,816,618,673,584,five,7
631,815,618,673,584,five,7
631,815,619,673,584,five,7
631,816,619,673,584,five,7
631,815,618,673,584,five,7
631,816,618,674,584,five,7
631,815,618,673,584,five,7
631,815,618,673,585,five,7
631,815,618,674,585,five,7
631,815,618,674,586,five,7
632,815,619,674,586,five,7
632,815,619,674,586,five,7
631,815,618,674,586,five,7
631,815,619,674,586,five,7
631,815,618,674,586,five,7
632,814,618,673,586,five,7
632,815,618,674,586,five,7
632,815,619,673,586,five,7
632,816,618,674,586,five,7
632,816,619,674,586,five,7
631,816,619,674,586,five,7
632,817,619,675,586,five,7
632,815,619,674,586,five,7
632,816,619,674,586,five,7
632,816,619,674,586,five,7
631,815,619,674,586,five,7
631,816,619,674,585,five,7
632,815,619,674,585,five,7
631,815,618,674,585,five,7
631,816,619,674,585,five,7
631,815,619,674,584,five,7
631,815,619,674,584,five,7
631,816,619,674,584,five,7
631,816,619,674,583,five,7
631,815,619,675,583,five,7
630,815,619,675,583,five,7
630,816,619,675,582,five,7
631,816,619,675,582,five,7
630,815,619,674,582,five,7
630,815,619,674,581,five,7
630,815,619,674,582,five,7
631,816,619,675,582,five,7
630,816,619,675,582,five,7
631,816,620,675,582,five,7
631,816,619,675,583,five,7
631,816,620,675,584,five,7
631,816,619,675,584,five,7
632,816,619,676,585,five,7
632,816,619,676,587,five,7
633,816,620,675,588,five,7
633,816,619,675,589,five,7
634,816,619,675,591,five,7
635,816,619,675,593,five,7
636,816,620,675,594,five,7
636,816,619,676,595,five,7
637,817,620,675,597,five,7
638,816,620,675,598,five,7
639,816,620,675,599,five,7
639,816,620,675,600,five,7
640,816,620,675,601,five,7
642,816,620,676,602,five,7
642,816,620,676,603,five,7
642,816,620,675,603,five,7
644,815,620,675,604,five,7
644,816,620,676,605,five,7
644,816,620,675,605,five,7
645,816,620,676,605,five,7
646,817,620,676,606,five,7
646,817,621,677,607,five,7
646,817,620,678,607,five,7
646,818,621,677,608,five,7
646,817,620,677,608,five,7
646,817,620,677,607,five,7
646,817,620,678,607,five,7
