time, pr1, pr2, pr3, pr4, pr5,TRUE LABEL
42.79464793,443,882,654,605,323,0
42.81518102,446,882,654,605,327,0
42.83570194,443,882,654,606,325,0
42.86018801,444,882,655,607,325,0
42.88073611,445,882,654,605,327,0
42.901232,442,882,653,605,323,0
42.925699,445,882,654,606,326,0
42.94625902,445,882,654,607,325,0
42.96677899,444,882,654,606,322,0
42.99127102,446,882,655,608,328,0
43.01181197,443,883,653,608,324,0
43.03230309,445,882,654,607,324,0
43.0567739,445,883,655,609,327,0
43.07733607,444,883,654,608,323,0
43.95047021,444,883,655,608,327,0
43.95104218,444,882,655,609,325,0
43.95152307,445,883,655,608,324,0
43.95195508,445,883,656,610,327,0
43.95239615,443,882,655,610,324,0
43.9528141,444,883,656,611,327,0
43.9532342,444,882,656,611,327,0
43.95365214,442,882,655,611,323,0
43.95406604,445,883,655,612,327,0
43.95448112,443,883,655,612,325,0
43.95489812,443,882,654,611,324,0
43.95531607,445,883,655,612,327,0
43.95542002,443,882,655,611,324,0
43.95549512,444,883,655,611,325,0
43.95556903,445,883,655,611,327,0
43.95564318,444,883,655,611,323,0
43.95571709,445,883,656,612,327,0
43.95579219,444,884,655,613,323,0
43.9558661,445,883,656,612,324,0
43.95594001,445,884,656,613,326,0
43.95601416,443,883,656,613,324,0
43.95608807,445,884,656,614,326,0
43.95616221,444,884,656,614,326,0
43.95623612,443,882,655,614,322,0
43.95631003,445,884,656,613,328,0
43.95638514,443,883,656,615,325,0
43.95648003,444,883,655,615,325,0
43.95655513,445,883,656,614,327,0
43.95662999,443,883,655,614,323,0
43.95670414,444,883,655,613,326,0
43.95677805,443,883,655,613,326,0
43.95685315,444,883,656,613,324,0
43.95692706,445,883,655,613,327,0
43.95700216,443,884,656,614,324,0
43.95707703,445,883,656,614,325,0
43.95715213,445,884,656,614,327,0
43.95722699,443,884,655,614,323,0
43.95730209,445,883,656,615,327,0
43.95737815,444,883,657,616,326,0
43.95745301,443,883,655,614,324,0
43.96417403,445,883,656,615,327,0
43.98471713,443,883,656,615,324,0
44.00520301,444,883,655,615,326,0
44.02969718,444,883,656,615,327,0
44.05025506,443,883,655,614,323,0
44.07074308,445,883,655,615,327,0
44.09524918,444,883,656,614,325,0
44.1158011,444,883,654,615,324,0
44.13626218,445,883,656,614,328,0
44.16077209,444,883,656,614,323,0
44.18130517,445,883,655,616,325,0
44.20181417,445,883,656,616,326,0
44.2263031,443,883,656,617,322,0
44.24682808,445,883,657,620,327,0
44.26737714,443,884,656,618,324,0
44.29184604,443,884,656,617,324,0
44.31243801,445,883,658,620,328,0
44.33288312,443,884,657,619,324,0
44.35735917,444,884,657,619,326,0
44.37791109,444,883,658,622,327,0
44.39845514,444,883,657,619,325,0
44.42290711,444,883,657,618,327,0
44.44345021,442,882,657,617,324,0
44.46395707,444,882,657,615,325,0
44.48840904,442,881,657,615,325,0
44.508991,441,880,656,610,321,0
44.52948117,443,877,653,601,323,0
44.55397701,441,871,650,575,320,1
44.57450104,440,861,639,533,315,1
44.59500408,442,854,628,493,316,2
44.61946416,441,847,619,461,309,2
44.64005709,442,840,610,444,306,2
44.66052914,442,837,606,434,308,2
44.68501806,440,835,604,427,304,2
44.70556617,442,832,603,423,307,2
44.72612,441,830,601,419,305,2
44.75056505,441,830,600,418,304,2
44.77111411,442,828,599,416,306,2
44.79162002,440,827,598,415,302,2
44.81610107,441,828,599,415,304,2
44.83663821,441,828,598,415,304,2
44.85714006,439,827,598,414,301,2
44.88162112,443,828,598,413,304,2
44.9021852,440,827,597,414,301,2
44.92269707,441,827,598,412,301,2
44.94719911,442,827,598,414,305,2
44.96770906,440,827,598,415,301,2
44.98822021,442,827,598,414,303,2
45.01272321,441,826,597,413,304,2
45.03324318,440,826,598,416,301,2
45.05373502,443,826,599,416,304,2
45.07827306,440,825,598,415,301,2
45.09876919,441,825,598,416,303,2
45.11926103,441,825,596,413,303,2
45.14379215,439,824,596,412,300,2
45.16431212,441,824,596,414,303,2
45.18484211,441,823,596,411,303,2
45.20935106,440,825,595,411,300,2
45.22984505,442,824,597,413,304,2
45.25033808,440,824,597,412,301,2
45.2748692,441,825,598,411,302,2
45.295398,442,825,599,415,303,2
45.31586409,440,825,599,415,301,2
45.34042311,442,827,600,415,303,2
45.36096716,440,827,600,417,302,2
45.38145804,441,827,601,419,301,2
45.40594721,442,826,601,417,305,2
45.42642522,440,827,602,419,302,2
45.4469142,441,827,602,424,304,2
45.47146821,441,826,601,421,304,2
45.49194717,439,827,601,421,302,2
45.51244402,443,827,602,425,306,2
45.53697515,440,827,601,425,303,2
45.55747914,440,827,602,423,303,2
45.57797599,441,827,602,426,305,2
45.6025331,439,827,602,424,301,2
45.62304711,441,827,602,424,303,2
45.64351511,441,827,602,425,304,2
45.6680522,440,827,602,425,301,2
45.68855119,441,828,603,426,304,2
45.70907307,440,827,603,427,301,2
45.73357606,441,828,604,429,302,2
45.754076,440,829,605,431,303,2
45.77457309,440,829,607,431,301,2
45.79910803,441,830,607,433,304,2
45.81966019,439,829,606,434,302,2
45.84014201,438,829,607,435,300,2
45.86467314,440,830,608,437,304,2
45.88517404,437,830,608,436,300,2
45.90569901,438,830,608,438,301,2
45.93019819,440,832,609,440,303,2
45.95070314,437,830,610,439,299,2
45.97119212,439,832,610,441,302,2
45.9957242,438,832,610,442,301,2
46.01623607,437,833,612,442,300,2
46.03678417,438,833,611,443,303,2
46.06127715,438,833,611,444,300,2
46.08177209,438,834,612,446,301,2
46.10227108,439,834,613,446,302,2
46.12679911,437,834,612,445,299,2
46.14729619,439,834,613,447,303,2
46.16779613,438,834,613,447,301,2
46.19232702,437,833,612,446,300,2
46.21282506,439,834,613,446,304,2
46.23334408,437,833,612,446,300,2
46.25784802,438,833,612,443,303,2
46.27838612,439,833,612,443,303,2
46.29885817,436,833,610,442,300,2
46.32344222,439,833,610,441,304,2
46.34390521,438,832,609,439,302,2
46.36449718,439,832,609,443,301,2
46.38893104,441,832,607,440,305,2
46.40945411,439,832,608,440,302,2
46.4299531,441,831,608,439,304,2
46.45445919,440,832,607,437,303,2
46.47498107,439,832,607,436,301,2
46.49548507,441,832,608,439,305,2
46.52000213,441,831,607,437,302,2
46.54049921,439,832,607,436,302,2
46.56099701,441,831,608,438,306,2
46.58552718,439,831,608,438,302,2
46.60602808,441,831,608,436,304,2
46.62652016,439,831,608,440,304,2
46.65105319,440,831,608,439,302,2
46.67158508,441,831,608,439,306,2
46.6920712,439,831,608,439,302,2
46.71660614,440,831,608,441,304,2
46.73709011,440,832,609,439,305,2
46.75760007,438,831,609,439,301,2
46.78213,440,832,609,441,304,2
46.80264211,439,832,609,441,302,2
46.82312202,438,832,610,439,301,2
46.84766221,441,833,611,444,304,2
46.86816001,438,834,611,443,301,2
46.89267421,439,834,613,443,302,2
46.913203,440,834,612,445,304,2
46.93369913,439,834,612,446,301,2
46.95822906,439,834,613,448,303,2
46.9787302,439,834,614,448,303,2
46.9992342,439,834,613,450,301,2
47.02369618,439,834,614,450,304,2
47.04421401,437,834,613,450,301,2
47.06471515,438,834,614,450,303,2
47.08922315,438,834,613,451,303,2
47.1097362,437,835,613,450,300,2
47.13025904,439,834,613,451,304,2
47.154773,437,834,614,450,302,2
47.17528319,437,834,613,450,301,2
47.19578719,439,835,614,451,304,2
47.22034812,438,835,614,449,301,2
47.24081206,439,835,612,451,302,2
47.26135612,439,835,613,451,303,2
47.28586817,437,835,614,450,301,2
47.30642915,439,835,614,451,303,2
47.32692409,438,836,614,452,302,2
47.35139608,439,836,615,454,302,2
47.37194705,439,835,615,453,304,2
47.39247417,437,836,615,452,300,2
47.41694903,439,835,615,455,303,2
47.43745804,438,836,615,456,303,2
47.4579792,438,836,615,455,301,2
47.48246717,439,836,615,457,304,2
47.50298309,437,836,615,456,301,2
47.52348399,438,836,615,454,302,2
47.54801011,438,835,616,457,304,2
47.568537,437,836,615,457,301,2
47.58903122,439,836,615,454,304,2
47.6135602,437,836,615,455,303,2
47.63406205,438,836,615,457,301,2
47.65456319,439,836,615,455,304,2
47.67908406,437,836,615,456,300,2
47.69959211,439,836,616,456,302,2
47.72007704,438,836,615,456,303,2
47.74461102,437,836,616,455,299,2
47.76511502,440,836,617,458,304,2
47.78563809,438,837,617,457,301,2
47.81014299,438,836,616,455,301,2
47.83067822,439,836,617,460,304,2
47.85116506,437,837,616,460,301,2
47.87567401,438,837,617,459,303,2
47.89620304,438,836,616,459,303,2
47.91669011,437,836,617,459,301,2
47.94121122,439,836,616,457,303,2
47.96173,436,836,615,458,301,2
47.98221111,437,836,616,456,302,2
48.00672317,438,835,616,456,303,2
48.02726102,437,836,615,455,300,2
48.0477612,438,837,615,455,303,2
48.07227921,437,835,614,454,302,2
48.09278822,437,836,615,454,300,2
48.11328912,439,836,614,456,304,2
48.1378231,437,836,615,455,300,2
48.15831113,439,837,616,458,302,2
48.17882705,439,839,618,464,303,2
48.20331812,436,840,621,473,300,2
48.22387409,439,845,625,489,305,2
48.2443831,438,850,632,511,306,1
48.26889515,438,859,638,537,308,1
48.2894392,440,867,643,562,314,1
48.30989313,440,872,646,574,314,1
48.3344152,441,876,649,579,317,1
48.3549192,442,878,649,582,319,0
48.37545705,440,880,650,582,318,0
48.39993405,443,881,651,584,322,0
48.42044401,441,880,650,583,320,0
48.44096708,441,880,650,583,319,0
48.4654541,443,880,651,586,322,0
48.48600221,441,880,651,588,319,0
48.506495,443,881,652,590,321,0
48.53100705,442,880,652,591,322,0
48.55152917,442,881,651,592,319,0
48.57202005,443,881,652,592,322,0
48.59653115,442,881,652,594,320,0
48.61705804,443,881,652,595,321,0
48.63754416,444,881,652,595,322,0
48.66205502,440,881,652,596,319,0
48.68260622,442,881,652,599,322,0
48.70309401,442,882,652,597,322,0
48.72760916,441,882,652,597,318,0
48.74812412,443,882,653,601,324,0
48.76862311,441,881,652,599,321,0
48.79313016,441,881,652,600,321,0
48.81365013,442,881,652,600,324,0
48.83415914,441,881,652,599,320,0
48.8586421,443,881,652,600,324,0
48.87919521,442,882,652,601,322,0
48.89971614,441,882,652,600,321,0
48.92422414,443,882,652,601,324,0
48.94472003,442,882,652,601,320,0
48.9651742,443,883,652,602,322,0
49.75046396,443,883,653,603,323,0
49.75093198,442,881,653,601,320,0
49.75135994,444,883,653,603,324,0
49.75178313,442,882,653,602,322,0
49.75220299,441,882,653,603,320,0
49.75262499,444,882,654,604,325,0
49.75304198,442,882,653,603,320,0
49.75349808,442,882,653,604,323,0
49.75399899,443,882,653,604,324,0
49.75443006,441,882,654,604,320,0
49.75484896,443,882,653,605,323,0
49.75526595,441,882,653,604,323,0
49.75541496,442,881,653,605,322,0
49.75549006,443,882,653,606,325,0
49.75556517,441,882,653,604,321,0
49.75564003,443,882,653,605,324,0
49.75571513,444,882,653,605,324,0
49.75578904,442,882,653,605,320,0
49.75586414,444,883,654,605,324,0
49.75593901,442,882,653,606,321,0
49.75601411,442,883,653,605,321,0
49.75608897,443,883,654,606,324,0
49.75616312,442,882,654,606,321,0
49.75623703,443,882,654,607,324,0
49.75631213,442,883,654,607,324,0
49.75638604,442,882,654,608,322,0
49.75646114,443,882,654,608,325,0
49.75653601,442,882,655,607,323,0
49.75661111,442,882,653,608,323,0
49.75668597,443,882,653,606,325,0
49.75676012,441,882,653,606,321,0
49.75683594,443,882,654,607,324,0
49.75691199,442,882,653,606,323,0
49.75700498,442,882,653,604,322,0
49.75708103,444,882,654,606,325,0
49.75715613,442,882,653,605,322,0
49.75723195,443,883,654,606,323,0
49.77462912,444,883,655,607,325,0
49.795151,443,882,655,607,323,0
49.81963801,443,883,654,608,325,0
49.84017706,442,882,654,609,323,0
49.8606441,442,882,654,608,323,0
49.88515306,444,882,655,609,326,0
49.90556598,442,882,655,610,323,0
49.92614603,443,881,654,610,325,0
49.95069313,443,881,655,610,326,0
49.9712441,441,880,654,608,322,0
49.99175096,444,879,654,602,327,0
50.01624608,441,876,654,595,323,0
50.03677297,441,869,650,570,319,1
50.05727601,439,862,642,536,319,1
50.08177304,438,854,634,505,312,1
50.10225105,440,847,625,475,311,2
50.12281895,440,841,616,454,308,2
50.14729214,439,838,611,441,304,2
50.16783595,440,834,607,434,306,2
50.18836498,439,833,606,431,304,2
50.21284103,440,832,605,428,304,2
50.23336601,440,830,604,426,306,2
50.25389004,440,828,602,423,302,2
50.27839303,441,827,601,420,305,2
50.29889011,439,826,600,417,304,2
50.31939816,440,825,598,414,303,2
50.34391212,441,824,598,414,306,2
50.36443901,439,823,597,415,303,2
50.38495803,440,823,594,410,303,2
50.40943503,441,821,594,410,305,2
50.42996001,439,821,593,411,300,2
50.45047998,441,820,591,408,302,2
50.47497296,439,820,591,407,301,2
50.49549007,440,819,591,409,299,2
50.51600003,440,819,591,409,302,2
50.54049802,438,819,590,407,298,2
50.56102705,439,818,590,409,300,2
50.58148193,439,817,589,409,299,2
50.60602212,438,819,591,408,297,2
50.62657404,439,819,592,412,299,2
50.64708304,438,817,591,410,298,2
50.67157316,437,819,592,409,297,2
50.69208813,439,818,593,414,300,2
50.71260715,436,818,593,413,297,2
50.73710299,439,818,594,412,299,2
50.75761604,437,818,593,416,298,2
50.77814007,437,818,595,418,296,2
50.80262494,438,818,595,417,299,2
50.82314014,436,818,595,420,296,2
50.84370303,437,818,595,423,297,2
50.86817408,437,818,594,420,298,2
50.88869309,436,817,594,423,295,2
50.90922499,438,818,595,425,297,2
50.93370104,437,818,595,425,297,2
50.95421696,436,818,596,426,296,2
50.97473311,439,818,596,431,299,2
50.99924016,436,818,597,429,296,2
51.01974916,436,819,597,429,297,2
51.04025602,437,818,596,428,300,2
51.06476498,436,818,596,430,296,2
51.08526611,437,819,596,429,299,2
51.10581017,437,817,596,427,297,2
51.13029814,436,818,596,426,296,2
51.15079117,438,817,595,423,299,2
51.17133498,436,817,595,422,296,2
51.195786,438,818,595,423,299,2
51.21636415,438,818,595,420,298,2
51.23687911,436,817,594,421,295,2
51.26141906,438,818,594,421,298,2
51.28188705,437,818,595,421,297,2
51.30238795,437,818,594,418,295,2
51.32690597,439,818,595,420,299,2
51.34748006,436,817,595,419,295,2
51.36793709,438,818,596,419,297,2
51.39243412,438,819,595,420,297,2
51.41296411,436,818,595,420,295,2
51.43348694,438,818,594,419,297,2
51.45795608,435,818,593,418,294,2
51.47848916,436,818,594,418,295,2
51.49902916,438,818,592,418,296,2
51.52344513,436,817,592,417,294,2
51.54391408,437,818,592,418,296,2
51.56446099,437,818,592,416,295,2
51.58898711,436,817,591,414,293,2
51.609519,438,818,592,417,296,2
51.63001704,436,818,593,416,293,2
51.65451217,437,818,592,415,293,2
51.67504597,438,819,595,417,296,2
51.69556999,437,819,595,417,292,2
51.72003508,437,820,595,417,294,2
51.74064708,437,820,597,419,295,2
51.76114011,436,820,597,422,293,2
51.78564596,437,820,598,422,296,2
51.80617404,435,820,598,422,293,2
51.82666707,436,821,598,426,295,2
51.85111403,437,821,598,425,296,2
51.87169695,434,821,598,424,293,2
51.89218402,437,821,599,426,297,2
51.91667914,436,821,599,425,294,2
51.93720412,435,822,598,423,293,2
51.95775795,437,822,600,426,297,2
51.98223615,435,822,600,428,294,2
52.00274897,436,823,600,425,295,2
52.02327204,437,822,601,427,296,2
52.04773903,436,822,601,428,294,2
52.06830001,438,824,601,427,297,2
52.08879805,436,824,602,428,295,2
52.11328602,436,824,602,430,295,2
52.13383007,437,824,603,430,298,2
52.15430307,435,824,603,430,294,2
52.17883515,436,824,603,432,297,2
52.19937515,436,824,602,430,297,2
52.21986604,435,824,602,431,295,2
52.24441695,437,824,602,434,299,2
52.26489496,435,824,602,431,296,2
52.28544211,435,824,602,430,296,2
52.30988598,437,825,603,433,299,2
52.330477,435,825,603,432,295,2
52.35093117,438,825,604,431,298,2
52.37540007,436,826,604,435,299,2
52.39598012,437,826,604,434,295,2
52.41646504,437,827,605,435,299,2
52.44092417,436,827,605,436,297,2
52.46150494,437,827,605,438,298,2
52.48199606,437,827,606,436,299,2
52.50649214,435,828,605,437,296,2
52.52703094,438,827,607,439,300,2
52.54750299,436,828,607,439,299,2
52.57201099,436,828,607,439,297,2
52.59258008,437,828,607,441,301,2
52.61307216,435,828,608,441,297,2
52.63758016,436,828,607,441,298,2
52.65810513,436,829,607,443,300,2
52.67848611,435,829,608,442,297,2
52.70308995,437,828,608,441,300,2
52.72360206,436,829,607,442,298,2
52.74412513,436,829,607,442,297,2
52.76861215,437,828,608,442,299,2
52.78913498,436,829,607,441,296,2
52.80968094,437,829,609,443,300,2
52.834167,436,830,609,443,299,2
52.85471916,435,830,608,443,296,2
52.87519693,438,830,608,446,299,2
52.89969015,436,830,609,443,298,2
52.92023015,436,830,609,444,298,2
52.94071198,437,830,609,448,300,2
52.96521902,434,830,609,447,296,2
52.98575711,436,830,608,446,298,2
53.00627398,435,829,610,447,299,2
53.03074408,434,830,609,449,296,2
53.05130696,436,830,609,448,300,2
53.07180405,434,831,610,447,297,2
53.09628105,436,830,610,449,297,2
53.11683607,435,830,609,447,299,2
53.13734412,434,831,610,445,296,2
53.16177201,437,830,610,448,299,2
53.18235517,436,831,609,448,297,2
53.20285416,435,831,610,445,297,2
53.22733617,437,831,610,448,299,2
53.24788404,435,831,610,449,297,2
53.26838803,436,831,610,446,297,2
53.29286814,436,830,610,448,300,2
53.31349707,435,830,610,448,297,2
53.33392406,437,830,609,445,299,2
53.35845995,435,829,607,444,297,2
53.37894106,436,829,607,443,297,2
53.39950299,437,827,605,441,301,2
53.42399406,436,826,603,440,297,2
53.44448113,438,826,602,439,300,2
53.46500206,437,826,602,434,300,2
53.4895401,437,825,602,434,298,2
53.51003408,439,825,601,436,302,2
53.53052998,437,825,601,433,299,2
53.55506301,437,825,601,432,299,2
53.57556295,439,825,600,433,301,2
53.59605503,437,825,600,431,297,2
53.62058306,439,824,601,431,300,2
53.64108515,439,825,601,433,300,2
53.66156507,437,825,601,431,298,2
53.68611407,439,825,602,432,301,2
53.70664215,437,824,602,435,298,2
53.72708106,438,826,603,437,299,2
53.75164008,438,826,604,436,301,2
53.77216697,437,826,603,437,298,2
53.79265594,438,827,604,438,301,2
53.8171761,437,826,603,438,299,2
53.83768797,437,826,604,437,298,2
53.85818505,438,827,605,440,302,2
53.88271499,436,827,605,439,298,2
53.90321207,437,827,605,439,299,2
53.923733,438,828,606,440,301,2
53.94826698,436,827,607,441,297,2
53.96876407,438,829,607,441,300,2
53.9892571,437,829,608,443,298,2
54.01379395,436,830,610,446,298,2
54.03428698,438,830,610,444,300,2
54.05478716,437,830,610,446,297,2
54.07931709,437,830,611,447,299,2
54.09979415,437,830,610,446,300,2
54.12033796,436,830,609,445,297,2
54.14487815,437,831,611,449,301,2
54.16537094,436,830,610,447,298,2
54.18586016,436,829,610,444,298,2
54.21040106,437,830,610,447,301,2
54.23087502,435,829,609,446,297,2
54.25138617,435,829,609,443,299,2
54.27591705,436,829,609,445,298,2
54.29639316,435,829,608,445,296,2
54.31688809,436,830,608,442,299,2
54.34145713,435,830,609,443,297,2
54.361974,436,830,609,446,297,2
54.38247013,437,830,609,444,299,2
54.40699315,435,829,610,444,296,2
54.42748904,437,830,610,446,299,2
54.44798708,436,830,609,445,298,2
54.47251511,435,830,610,445,296,2
54.49301815,437,830,611,449,301,2
54.513515,435,830,610,447,297,2
54.53802609,435,830,610,446,298,2
54.55854917,436,830,610,448,300,2
54.57906008,435,830,610,447,297,2
54.60356593,437,830,610,448,300,2
54.62409806,436,830,610,448,299,2
54.64458895,436,830,610,449,298,2
54.66911817,437,830,610,446,301,2
54.68959403,436,830,610,448,297,2
54.710114,437,830,610,447,300,2
54.73464513,437,831,611,446,300,2
54.75512195,436,830,610,446,297,2
55.93045998,438,831,610,450,301,2
55.9309392,436,831,611,447,298,2
55.93140817,436,831,610,447,298,2
55.93185019,438,831,610,449,301,2
55.93228602,436,831,611,447,297,2
55.93273211,437,831,611,448,299,2
55.93316317,437,831,611,450,301,2
55.93359709,436,831,611,450,297,2
55.93402719,437,830,611,448,302,2
55.93446016,437,831,610,448,300,2
55.93489313,436,830,609,448,299,2
55.93534899,437,830,610,448,301,2
55.93544817,436,830,610,446,298,2
55.93552518,437,830,610,448,301,2
55.93560219,436,830,610,447,300,2
55.9356792,436,830,610,444,298,2
55.93575501,438,830,611,446,302,2
55.93583202,436,830,610,446,297,2
55.93590903,438,830,610,445,298,2
55.93598509,437,831,611,449,301,2
55.93606114,437,830,612,448,297,2
55.93613696,437,830,610,447,300,2
55.93621397,436,831,612,451,300,2
55.93629003,436,833,615,459,298,2
55.93636703,437,836,619,469,303,2
55.93644309,436,842,625,490,302,2
55.93651915,437,850,633,517,307,1
55.93659616,438,859,638,540,311,1
55.93667412,437,865,642,556,310,1
55.93675113,441,870,646,570,316,1
55.93682718,440,874,648,575,317,1
55.936903,441,876,648,577,317,1
55.9369781,442,878,650,582,321,0
55.93705416,441,878,649,581,318,0
55.93712997,441,879,650,579,319,1
55.93720603,442,878,651,584,321,0
55.93728209,441,880,651,589,318,0
55.93735814,442,878,652,588,322,0
55.9374342,441,879,652,591,319,0
55.93751001,441,879,652,593,320,0
55.93758607,441,880,652,593,321,0
55.93766212,440,879,653,594,319,0
55.93773818,442,880,652,594,320,0
55.937814,441,880,652,595,320,0
55.9378891,440,879,652,595,318,0
55.93796396,442,880,653,597,322,0
55.93804002,440,880,652,598,319,0
55.93811607,440,880,652,598,319,0
55.93819213,442,879,652,598,322,0
55.93826818,440,881,652,598,318,0
55.938344,441,880,652,598,321,0
55.93842006,441,881,652,600,320,0
55.93849611,441,880,653,599,319,0
55.93857217,442,881,652,599,321,0
55.95318413,440,881,652,600,318,0
55.973701,441,881,653,600,319,0
55.9942081,441,882,653,601,321,0
56.01872611,440,881,653,601,318,0
56.03922606,442,882,653,602,322,0
56.05972815,441,880,654,603,321,0
56.08421111,440,881,653,603,320,0
56.1047821,442,881,654,604,323,0
56.1252811,439,881,654,603,319,0
56.14979506,441,880,654,604,320,0
56.17030215,441,881,654,605,321,0
56.19080615,440,878,653,603,318,0
56.21537709,441,876,651,597,320,0
56.23583698,438,872,647,581,316,0
56.25634003,438,866,639,559,312,1
56.28083897,438,860,631,535,312,1
56.3013761,437,857,626,522,306,1
56.321877,438,853,622,507,306,1
56.34639096,437,849,616,492,303,2
56.36687613,437,846,611,478,300,2
56.38743615,440,844,609,470,303,2
56.41192102,436,841,605,465,299,2
56.43241811,438,839,605,459,300,2
56.45293903,439,838,605,455,303,2
56.47745299,438,836,603,453,300,2
56.49796104,440,836,602,451,302,2
56.51846099,439,834,603,447,302,2
56.54297709,438,834,603,448,300,2
56.56351304,439,834,602,446,302,2
56.58401513,437,834,603,447,298,2
56.60852408,438,834,603,451,300,2
56.6290381,439,835,604,453,300,2
56.64952111,436,835,603,450,295,2
56.67404914,439,835,605,453,299,2
56.6945641,437,835,604,453,298,2
56.71506715,437,836,606,452,297,2
56.73957896,438,836,606,456,299,2
56.76009417,436,835,605,455,297,2
56.78061318,437,837,607,457,297,2
56.80512905,437,836,607,458,299,2
56.82563806,436,837,607,460,296,2
56.84617996,437,837,608,460,300,2
56.87063313,436,836,608,463,297,2
56.89115906,436,837,609,466,297,2
56.91166115,437,837,610,467,299,2
56.93617415,435,838,610,468,295,2
56.95668817,437,838,610,470,298,2
56.9772141,436,839,610,469,298,2
57.00173116,435,838,611,468,294,2
57.02224708,437,839,611,471,298,2
57.04274201,433,840,611,469,294,2
57.06724715,434,839,611,469,294,2
57.08774114,436,839,612,471,296,2
57.10826516,433,839,611,468,292,2
57.13277507,434,839,612,468,294,2
57.15329003,433,838,611,468,294,2
57.17379713,433,838,611,468,292,2
57.19830203,434,838,610,468,294,2
57.21884608,433,837,610,468,292,2
57.23935318,434,836,609,468,293,2
57.26387715,434,837,609,467,294,2
57.28444314,433,835,609,467,291,2
57.3048861,435,836,609,467,294,2
57.32940316,434,836,610,467,293,2
57.34991717,433,836,608,467,291,2
57.37045097,435,837,609,467,295,2
57.39492416,433,837,610,467,291,2
57.415452,434,837,609,468,292,2
57.43593001,435,838,610,471,294,2
57.460464,433,838,611,470,291,2
57.48099208,435,838,611,472,295,2
57.50149012,434,838,611,472,292,2
57.52599096,433,838,611,474,292,2
57.54651499,435,838,612,476,294,2
57.56701112,433,838,610,472,291,2
57.59150815,434,838,611,475,294,2
57.6120441,434,838,611,475,293,2
57.63253903,432,838,611,473,291,2
57.65705299,434,838,611,475,295,2
57.67758918,433,838,611,475,292,2
57.69807005,433,837,610,473,292,2
57.72260118,434,839,611,474,294,2
57.74312115,433,838,611,475,291,2
57.76363707,434,839,611,475,293,2
57.78813004,433,839,612,477,294,2
57.80862904,434,838,613,478,291,2
57.82916713,434,838,612,477,294,2
57.85366607,433,839,613,476,291,2
57.87417603,434,839,613,480,292,2
57.89471006,434,839,612,477,294,2
57.91920805,432,839,613,478,290,2
57.93971705,433,838,614,479,293,2
57.960253,432,839,613,479,292,2
57.984725,431,839,613,477,290,2
58.00524616,433,838,614,480,294,2
58.02575302,432,839,614,480,290,2
58.05025697,433,839,613,478,291,2
58.07074809,432,839,614,480,292,2
58.09131908,432,839,614,479,290,2
58.1158061,433,839,613,477,293,2
58.13631201,432,839,613,479,290,2
58.15683508,433,839,613,478,290,2
58.18133807,434,840,613,477,292,2
58.20184207,432,840,614,478,290,2
58.22236419,433,840,613,481,292,2
58.24684215,432,840,614,479,293,2
58.26737714,433,839,614,478,289,2
58.28793406,434,839,613,480,293,2
58.31238103,432,840,614,479,291,2
58.33292699,432,839,614,479,291,2
58.35352707,434,839,614,481,295,2
58.37793207,431,839,613,480,291,2
58.3984611,433,839,614,478,293,2
58.41896605,432,839,611,480,293,2
58.44346499,431,839,614,478,291,2
58.46398211,433,839,613,479,293,2
58.48448706,432,839,613,480,291,2
58.50898504,434,839,613,478,292,2
58.52951503,433,839,613,477,293,2
58.55004597,432,839,613,477,290,2
58.57453609,434,839,614,478,294,2
58.59504819,433,839,615,478,292,2
58.61556911,432,839,615,479,291,2
58.64005804,434,839,614,482,294,2
58.66057897,432,839,615,481,291,2
58.68110704,433,839,614,480,292,2
58.70557904,433,839,614,483,294,2
58.72610307,432,839,615,480,292,2
58.746629,433,839,615,480,293,2
58.77113819,432,838,614,479,292,2
58.79165101,432,838,615,479,291,2
58.81216097,433,838,614,481,294,2
58.83665705,432,838,614,479,291,2
58.85714602,433,839,614,481,292,2
58.8776021,433,839,614,480,293,2
58.9021461,432,839,613,480,290,2
58.92272019,434,840,615,481,294,2
58.94324517,432,839,614,480,291,2
58.96771812,433,838,614,480,292,2
58.98824811,435,839,615,481,294,2
59.00876904,431,837,614,481,290,2
59.03323698,434,839,615,480,293,2
59.05376005,433,839,615,481,293,2
59.07427716,432,839,614,481,291,2
59.098768,433,840,613,481,294,2
59.11930203,431,838,614,479,291,2
59.1399281,433,839,616,482,293,2
59.16431308,433,841,618,485,295,2
59.18484998,432,842,621,490,293,2
59.20535517,435,846,626,506,298,1
59.22984719,435,850,631,524,298,1
59.25033998,434,858,636,547,299,1
59.27087903,437,863,641,569,305,1
59.29539704,436,870,644,586,304,0
59.31589007,438,876,647,602,308,0
59.33640814,440,879,651,612,313,0
59.36091399,440,881,651,615,311,0
59.38145018,442,883,652,614,316,0
59.40201807,441,882,653,614,316,0
59.42646718,441,881,653,616,316,0
59.44698119,444,881,655,615,321,0
59.46751618,442,881,655,617,318,0
59.49199104,444,880,655,620,322,0
59.51250601,444,880,655,617,321,0
59.53302598,442,880,655,615,319,0
59.55753899,445,880,655,619,323,0
59.57803607,443,880,656,617,320,0
59.598562,443,878,656,614,319,0
59.62306118,445,879,656,619,322,0
59.64357018,443,880,656,617,319,0
59.66410398,445,880,656,617,321,0
59.68859601,445,880,657,620,322,0
59.70908499,444,880,656,620,319,0
