delta Time, Unix Time, pr1, pr2, pr3, pr4, pr5
3.66517686844,1577147213.75,442,898,631,698,285
3.6857688427,1577147213.77,443,899,633,697,287
3.71011996269,1577147213.8,442,898,633,698,287
3.7308819294,1577147213.82,443,898,631,698,287
3.75547194481,1577147213.84,442,899,632,697,287
3.77978181839,1577147213.87,441,898,632,696,284
3.80021977425,1577147213.89,442,898,632,699,287
3.82495999336,1577147213.91,443,897,632,697,287
3.84551095963,1577147213.93,441,900,632,697,284
3.86980199814,1577147213.96,442,898,633,698,286
3.89454197884,1577147213.98,444,898,631,699,287
3.91519594193,1577147214,442,899,632,698,287
3.93934893608,1577147214.03,443,898,632,698,285
3.96021389961,1577147214.05,441,897,631,697,285
3.98462080956,1577147214.07,444,899,632,699,288
4.00918292999,1577147214.1,442,898,632,698,287
4.02963995934,1577147214.12,439,897,631,698,285
4.05433893204,1577147214.14,442,898,631,699,286
4.07465577126,1577147214.16,442,898,632,697,287
4.09918284416,1577147214.19,442,898,633,700,286
4.12001180649,1577147214.21,443,898,632,700,286
4.14440393448,1577147214.23,441,899,631,698,285
4.16890382767,1577147214.26,442,898,632,700,287
4.18928694725,1577147214.28,443,898,632,700,286
4.21406698227,1577147214.3,441,898,630,698,285
4.23455691338,1577147214.32,442,899,632,699,286
4.25917196274,1577147214.35,442,897,632,701,286
4.28334879875,1577147214.37,442,898,630,700,285
4.30426979065,1577147214.39,442,899,631,698,285
4.32866978645,1577147214.41,441,898,632,698,284
4.34898400307,1577147214.44,443,898,633,701,288
4.37375497818,1577147214.46,443,899,632,700,287
4.39834594727,1577147214.48,440,900,633,698,285
4.41877794266,1577147214.51,444,899,634,699,288
4.4431989193,1577147214.53,445,901,634,699,289
4.46404695511,1577147214.55,443,901,635,699,289
4.48822593689,1577147214.57,445,901,637,698,289
4.50888991356,1577147214.6,444,901,635,699,288
4.53335595131,1577147214.62,446,901,637,698,292
4.55803394318,1577147214.64,446,902,637,699,290
4.57862377167,1577147214.66,445,902,635,698,289
4.6028637886,1577147214.69,448,903,637,697,293
4.62386989594,1577147214.71,446,902,636,697,292
4.64818382263,1577147214.73,446,902,635,698,291
4.67244076729,1577147214.76,447,902,634,696,292
4.69302082062,1577147214.78,445,904,634,695,291
4.7178068161,1577147214.8,446,903,635,697,293
4.73837089539,1577147214.82,447,903,634,696,292
4.76270079613,1577147214.85,442,903,633,694,290
4.78746390343,1577147214.87,446,902,635,694,292
4.80792188644,1577147214.89,447,903,635,697,293
4.83223581314,1577147214.92,445,903,633,695,292
4.85274291039,1577147214.94,445,903,636,694,293
4.87746787071,1577147214.96,445,902,634,695,291
4.90206289291,1577147214.99,446,904,634,697,294
4.92250800133,1577147215.01,445,903,635,695,292
4.94720077515,1577147215.03,443,903,634,694,290
4.96752095222,1577147215.05,445,902,634,696,293
4.99226093292,1577147215.08,445,903,634,696,293
5.01247286797,1577147215.1,443,903,633,695,291
0.00066614151001,1577147215.7,445,902,634,695,292
0.00128602981567,1577147215.7,445,902,634,694,292
0.00185799598694,1577147215.7,445,903,635,696,293
0.00240302085876,1577147215.7,445,902,635,696,292
0.00294303894043,1577147215.7,444,902,633,695,290
0.00345420837402,1577147215.71,445,903,635,695,293
0.00396418571472,1577147215.71,445,902,634,697,292
0.00450110435486,1577147215.71,445,902,633,696,292
0.00497698783875,1577147215.71,446,903,634,694,292
0.00535106658936,1577147215.71,445,900,634,694,290
0.00551915168762,1577147215.71,446,902,634,697,292
0.00568819046021,1577147215.71,445,903,634,695,293
0.00585699081421,1577147215.71,444,902,635,694,291
0.00602602958679,1577147215.71,446,902,635,697,293
0.0062050819397,1577147215.71,446,903,634,695,293
0.00636720657349,1577147215.71,444,902,635,695,292
0.00652718544006,1577147215.71,445,902,634,695,292
0.00668811798096,1577147215.71,446,902,634,695,292
0.00684809684753,1577147215.71,445,902,635,694,293
0.00701904296875,1577147215.71,444,902,635,695,292
0.00718116760254,1577147215.71,443,900,633,693,291
0.00734210014343,1577147215.71,446,902,635,695,292
