delta Time, Unix Time,time, pr1, pr2, pr3, pr4, pr5,avg,delta,dn/dt,label,,,,,,,,,,,,,,,,,,,,,
0.0117290019989,1577122835.06,24.5899999141693,452,888,648,612,315,583,5.39999999999998,2233.98348874743,RELAX,40,18070,35521,25906,24042,12657,,,,,,8163162,31543607,16778212,14451242,4005123,,,,,
0.0118908882141,1577122835.06,24.5899999141693,452,888,648,614,315,583.4,5.79999999999995,2470.87128144791,RELAX,41,18522,36409,26554,24656,12972,,,,,,8367466,32332151,17198116,14828238,4104348,,,,,
0.0120458602905,1577122835.06,24.5899999141693,452,889,648,615,316,584,6.39999999999998,3871.66523116948,RELAX,42,18974,37298,27202,25271,13288,,,,,,8571770,33122472,17618020,15206463,4204204,,,,,
0.0121998786926,1577122835.06,24.5899999141693,451,890,648,615,315,583.8,6.19999999999993,-1298.54613002796,RELAX,43,19425,38188,27850,25886,13603,,,,,,8775171,33914572,18037924,15584688,4303429,,,,,
0.0123610496521,1577122835.06,24.5899999141693,451,890,647,614,315,583.4,5.79999999999995,-2481.83668596935,RELAX,44,19876,39078,28497,26500,13918,,,,,,8978572,34706672,18456533,15961684,4402654,,,,,
0.0125169754028,1577122835.06,24.5899999141693,449,890,647,613,314,582.6,5,-5130.64709586776,RELAX,45,20325,39968,29144,27113,14232,,,,,,9180173,35498772,18875142,16337453,4501250,,,,,
0.0126719474792,1577122835.06,24.5899999141693,451,889,646,612,315,582.6,5,0,RELAX,46,20776,40857,29790,27725,14547,,,,,,9383574,36289093,19292458,16711997,4600475,,,,,
0.0128259658813,1577122835.06,24.5899999141693,449,889,646,611,314,581.8,4.19999999999993,-5194.18452011112,RELAX,47,21225,41746,30436,28336,14861,,,,,,9585175,37079414,19709774,17085318,4699071,,,,,
0.0129790306091,1577122835.06,24.5899999141693,450,889,645,611,314,581.8,4.19999999999993,0,RELAX,48,21675,42635,31081,28947,15175,,,,,,9787675,37869735,20125799,17458639,4797667,,,,,
0.0131330490112,1577122835.06,24.5899999141693,451,888,645,609,315,581.6,4,-1298.54613002723,RELAX,49,22126,43523,31726,29556,15490,,,,,,9991076,38658279,20541824,17829520,4896892,,,,,
0.0132858753204,1577122835.06,24.5899999141693,451,888,644,608,313,580.8,3.19999999999993,-5234.70078017211,RELAX,50,22577,44411,32370,30164,15803,,,,,,10194477,39446823,20956560,18199184,4994861,,,,,
0.0134389400482,1577122835.06,24.5899999141693,450,888,643,605,315,580.2,2.60000000000002,-3919.91027994307,RELAX,51,23027,45299,33013,30769,16118,,,,,,10396977,40235367,21370009,18565209,5094086,,,,,
0.0135910511017,1577122835.06,24.5899999141693,450,889,645,603,314,580.2,2.60000000000002,0,RELAX,52,23477,46188,33658,31372,16432,,,,,,10599477,41025688,21786034,18928818,5192682,,,,,
0.0137438774109,1577122835.06,24.5899999141693,450,889,646,601,314,580,2.39999999999998,-1308.67519504323,RELAX,53,23927,47077,34304,31973,16746,,,,,,10801977,41816009,22203350,19290019,5291278,,,,,
0.0138990879059,1577122835.06,24.5899999141693,448,889,646,601,314,579.6,2,-2577.14531481892,RELAX,54,24375,47966,34950,32574,17060,,,,,,11002681,42606330,22620666,19651220,5389874,,,,,
0.0140528678894,1577122835.06,24.5899999141693,449,887,647,601,315,579.8,2.19999999999993,1300.55938001796,RELAX,55,24824,48853,35597,33175,17375,,,,,,11204282,43393099,23039275,20012421,5489099,,,,,
0.0142059326172,1577122835.06,24.5899999141693,450,889,646,602,314,580.2,2.60000000000002,2613.27351996303,RELAX,56,25274,49742,36243,33777,17689,,,,,,11406782,44183420,23456591,20374825,5587695,,,,,
0.0143599510193,1577122835.06,24.5899999141693,449,888,646,603,314,580,2.39999999999998,-1298.54613002796,RELAX,57,25723,50630,36889,34380,18003,,,,,,11608383,44971964,23873907,20738434,5686291,,,,,
0.0145130157471,1577122835.06,24.5899999141693,450,889,646,605,314,580.8,3.19999999999993,5226.54703992458,RELAX,58,26173,51519,37535,34985,18317,,,,,,11810883,45762285,24291223,21104459,5784887,,,,,
0.0146670341492,1577122835.06,24.5899999141693,450,889,645,606,315,581,3.39999999999998,1298.54613002796,RELAX,59,26623,52408,38180,35591,18632,,,,,,12013383,46552606,24707248,21471695,5884112,,,,,
0.0148189067841,1577122835.06,24.5899999141693,450,889,644,604,315,580.4,2.79999999999995,-3950.67880658745,RELAX,60,27073,53297,38824,36195,18947,,,,,,12215883,47342927,25121984,21836511,5983337,,,,,
0.0149710178375,1577122835.06,24.5899999141693,450,888,644,603,315,580,2.39999999999998,-2629.65768140538,RELAX,61,27523,54185,39468,36798,19262,,,,,,12418383,48131471,25536720,22200120,6082562,,,,,
0.0151228904724,1577122835.06,24.5899999141693,451,888,643,602,315,579.8,2.19999999999993,-1316.8929355294,RELAX,62,27974,55073,40111,37400,19577,,,,,,12621784,48920015,25950169,22562524,6181787,,,,,
0.0152750015259,1577122835.06,24.5899999141693,450,887,641,597,315,578,0.399999999999977,-11833.4595585452,RELAX,63,28424,55960,40752,37997,19892,,,,,,12824284,49706784,26361050,22918933,6281012,,,,,
0.0154280662537,1577122835.07,24.5999999046326,452,887,640,594,315,577.6,0,-2613.27351996229,RELAX,64,28876,56847,41392,38591,20207,,,,,,13028588,50493553,26770650,23271769,6380237,,,,,
0.0155808925629,1577122835.07,24.5999999046326,453,887,640,592,314,577.2,-0.399999999999977,-2617.35039008571,RELAX,65,29329,57734,42032,39183,20521,,,,,,13233797,51280322,27180250,23622233,6478833,,,,,
0.0157339572906,1577122835.07,24.5999999046326,453,888,640,591,315,577.4,-0.200000000000045,1306.63676083441,RELAX,66,29782,58622,42672,39774,20836,451.242424242424,888.212121212121,646.545454545455,602.636363636364,315.69696969697,13439006,52068866,27589850,23971514,6578058,1.25602313794497,1.19993878020546,2.64679233070798,5.84557943219425,1.72301442131419
0.0158870220184,1577122835.07,24.5999999046326,455,887,641,587,317,577.4,-0.200000000000045,0,TRANSITION,1,455,887,641,587,317,,,,,,207025,786769,410881,344569,100489,,,,,
0.0160400867462,1577122835.07,24.5999999046326,454,886,639,579,315,574.6,-3,-18292.914639737,TRANSITION,2,909,1773,1280,1166,632,,,,,,413141,1571765,819202,679810,199714,,,,,
0.0161929130554,1577122835.07,24.5999999046326,455,885,639,568,316,572.6,-5,-13086.7519504292,TRANSITION,3,1364,2658,1919,1734,948,,,,,,620166,2354990,1227523,1002434,299570,,,,,
0.0163540840149,1577122835.07,24.5999999046326,455,884,641,561,317,571.6,-6,-6204.59171492372,TRANSITION,4,1819,3542,2560,2295,1265,,,,,,827191,3136446,1638404,1317155,400059,,,,,
0.0165069103241,1577122835.07,24.5999999046326,454,883,642,558,316,570.6,-7,-6543.37597521458,TRANSITION,5,2273,4425,3202,2853,1581,,,,,,1033307,3916135,2050568,1628519,499915,,,,,
0.0166599750519,1577122835.07,24.5999999046326,454,882,643,557,316,570.4,-7.20000000000005,-1306.6367599815,TRANSITION,6,2727,5307,3845,3410,1897,,,,,,1239423,4694059,2464017,1938768,599771,,,,,
0.0168120861053,1577122835.07,24.5999999046326,454,881,644,557,316,570.4,-7.20000000000005,0,TRANSITION,7,3181,6188,4489,3967,2213,,,,,,1445539,5470220,2878753,2249017,699627,,,,,
0.0169649124146,1577122835.07,24.5999999046326,454,881,643,561,315,570.8,-6.80000000000007,2617.35038837312,TRANSITION,8,3635,7069,5132,4528,2528,,,,,,1651655,6246381,3292202,2563738,798852,,,,,
0.0171179771423,1577122835.07,24.5999999046326,454,882,645,565,317,572.6,-5,11759.7308475141,TRANSITION,9,4089,7951,5777,5093,2845,,,,,,1857771,7024305,3708227,2882963,899341,,,,,
0.0172700881958,1577122835.07,24.5999999046326,454,882,646,569,316,573.4,-4.20000000000005,5259.31535935327,TRANSITION,10,4543,8833,6423,5662,3161,,,,,,2063887,7802229,4125543,3206724,999197,,,,,
0.017422914505,1577122835.07,24.5999999046326,455,882,645,572,317,574.2,-3.39999999999998,5234.70078017211,TRANSITION,11,4998,9715,7068,6234,3478,,,,,,2270912,8580153,4541568,3533908,1099686,,,,,
0.0175769329071,1577122835.07,24.5999999046326,455,883,645,576,317,575.2,-2.39999999999998,6492.73065013842,TRANSITION,12,5453,10598,7713,6810,3795,,,,,,2477937,9359842,4957593,3865684,1200175,,,,,
0.0177299976349,1577122835.07,24.5999999046326,454,884,646,579,317,576,-1.60000000000002,5226.54703992453,TRANSITION,13,5907,11482,8359,7389,4112,,,,,,2684053,10141298,5374909,4200925,1300664,,,,,
0.0178830623627,1577122835.07,24.5999999046326,455,885,645,582,318,577,-0.600000000000023,6533.18379990618,TRANSITION,14,6362,12367,9004,7971,4430,,,,,,2891078,10924523,5790934,4539649,1401788,,,,,
0.0180358886719,1577122835.07,24.5999999046326,455,884,645,584,317,577,-0.600000000000023,0,TRANSITION,15,6817,13251,9649,8555,4747,,,,,,3098103,11705979,6206959,4880705,1502277,,,,,
0.0181889533997,1577122835.07,24.5999999046326,454,883,646,587,317,577.4,-0.200000000000045,2613.27351996232,TRANSITION,16,7271,14134,10295,9142,5064,,,,,,3304219,12485668,6624275,5225274,1602766,,,,,
0.0183410644531,1577122835.07,24.5999999046326,455,885,645,590,315,578,0.399999999999977,3944.48652210849,TRANSITION,17,7726,15019,10940,9732,5379,454.470588235294,883.470588235294,643.529411764706,572.470588235294,316.411764705882,3511244,13268893,7040300,5573374,1701991,0.499134198457384,1.68444953682459,2.27822549777888,11.0885083442734,0.844276476130007
0.0184938907623,1577122835.07,24.5999999046326,454,885,645,592,317,578.6,1,3926.0255851289,RELAX,1,454,885,645,592,317,,,,,,206116,783225,416025,350464,100489,,,,,
0.0186460018158,1577122835.07,24.5999999046326,455,884,645,593,317,578.8,1.19999999999993,1314.82883983794,RELAX,2,909,1769,1290,1185,634,,,,,,413141,1564681,832050,702113,200978,,,,,
0.0187978744507,1577122835.07,24.5999999046326,455,884,644,594,317,578.8,1.19999999999993,0,RELAX,3,1364,2653,1934,1779,951,,,,,,620166,2346137,1246786,1054949,301467,,,,,
0.0189518928528,1577122835.07,24.5999999046326,455,885,642,594,317,578.6,1,-1298.54613002721,RELAX,4,1819,3538,2576,2373,1268,,,,,,827191,3129362,1658950,1407785,401956,,,,,
0.0191049575806,1577122835.07,24.5999999046326,454,886,643,593,317,578.6,1,0,RELAX,5,2273,4424,3219,2966,1585,,,,,,1033307,3914358,2072399,1759434,502445,,,,,
0.0192580223083,1577122835.07,24.5999999046326,454,887,643,593,317,578.8,1.19999999999993,1306.63676083444,RELAX,6,2727,5311,3862,3559,1902,,,,,,1239423,4701127,2485848,2111083,602934,,,,,
0.0194098949432,1577122835.07,24.5999999046326,454,888,644,592,316,578.8,1.19999999999993,0,RELAX,7,3181,6199,4506,4151,2218,,,,,,1445539,5489671,2900584,2461547,702790,,,,,
0.019562959671,1577122835.07,24.5999999046326,454,886,645,591,317,578.6,1,-1306.63675998079,RELAX,8,3635,7085,5151,4742,2535,,,,,,1651655,6274667,3316609,2810828,803279,,,,,
0.0197160243988,1577122835.07,24.5999999046326,453,887,645,592,315,578.4,0.799999999999955,-1306.6367599815,RELAX,9,4088,7972,5796,5334,2850,,,,,,1856864,7061436,3732634,3161292,902504,,,,,
0.0198678970337,1577122835.07,24.5999999046326,453,888,646,592,316,579,1.39999999999998,3950.6788065875,RELAX,10,4541,8860,6442,5926,3166,,,,,,2062073,7849980,4149950,3511756,1002360,,,,,
0.0200200080872,1577122835.07,24.5999999046326,454,887,647,592,317,579.4,1.79999999999995,2629.65767967664,RELAX,11,4995,9747,7089,6518,3483,,,,,,2268189,8636749,4568559,3862220,1102849,,,,,
0.020171880722,1577122835.07,24.5999999046326,454,887,646,593,316,579.2,1.60000000000002,-1316.89293639574,RELAX,12,5449,10634,7735,7111,3799,,,,,,2474305,9423518,4985875,4213869,1202705,,,,,
0.0203349590302,1577122835.07,24.5999999046326,453,887,647,593,317,579.4,1.79999999999995,1226.40467765124,RELAX,13,5902,11521,8382,7704,4116,,,,,,2679514,10210287,5404484,4565518,1303194,,,,,
0.0204899311066,1577122835.07,24.5999999046326,454,888,648,594,317,580.2,2.60000000000002,5162.22030822633,RELAX,14,6356,12409,9030,8298,4433,,,,,,2885630,10998831,5824388,4918354,1403683,,,,,
0.0206439495087,1577122835.07,24.5999999046326,454,888,647,596,317,580.4,2.79999999999995,1298.54613002721,RELAX,15,6810,13297,9677,8894,4750,,,,,,3091746,11787375,6242997,5273570,1504172,,,,,
0.0208110809326,1577122835.07,24.5999999046326,453,888,647,597,317,580.4,2.79999999999995,0,RELAX,16,7263,14185,10324,9491,5067,,,,,,3296955,12575919,6661606,5629979,1604661,,,,,
0.0209639072418,1577122835.07,24.5999999046326,454,887,648,596,317,580.4,2.79999999999995,0,RELAX,17,7717,15072,10972,10087,5384,,,,,,3503071,13362688,7081510,5985195,1705150,,,,,
0.0211129188538,1577122835.07,24.5999999046326,454,888,647,598,316,580.6,3,1342.17727944615,RELAX,18,8171,15960,11619,10685,5700,,,,,,3709187,14151232,7500119,6342799,1805006,,,,,
0.0212619304657,1577122835.07,24.5999999046326,454,888,649,599,317,581.4,3.79999999999995,5368.70912138595,RELAX,19,8625,16848,12268,11284,6017,,,,,,3915303,14939776,7921320,6701600,1905495,,,,,
0.0214099884033,1577122835.07,24.5999999046326,455,888,649,600,316,581.6,4,1350.82254448507,RELAX,20,9080,17736,12917,11884,6333,,,,,,4122328,15728320,8342521,7061600,2005351,,,,,
0.0215590000153,1577122835.07,24.5999999046326,454,887,649,600,316,581.2,3.60000000000002,-2684.3545588916,RELAX,21,9534,18623,13566,12484,6649,,,,,,4328444,16515089,8763722,7421600,2105207,,,,,
0.0217080116272,1577122835.07,24.5999999046326,454,888,649,599,317,581.4,3.79999999999995,1342.1772803461,RELAX,22,9988,19511,14215,13083,6966,,,,,,4534560,17303633,9184923,7780401,2205696,,,,,
0.0218739509583,1577122835.07,24.5999999046326,454,888,649,597,317,581,3.39999999999998,-2410.51953957149,RELAX,23,10442,20399,14864,13680,7283,,,,,,4740676,18092177,9606124,8136810,2306185,,,,,
0.0220229625702,1577122835.07,24.5999999046326,454,888,648,597,317,580.8,3.19999999999993,-1342.17728034687,RELAX,24,10896,21287,15512,14277,7600,,,,,,4946792,18880721,10026028,8493219,2406674,,,,,
0.0221729278564,1577122835.07,24.5999999046326,453,888,647,597,317,580.4,2.79999999999995,-2667.2839437423,RELAX,25,11349,22175,16159,14874,7917,,,,,,5152001,19669265,10444637,8849628,2507163,,,,,
0.0223228931427,1577122835.07,24.5999999046326,454,887,648,598,317,580.8,3.19999999999993,2667.2839419637,RELAX,26,11803,23062,16807,15472,8234,,,,,,5358117,20456034,10864541,9207232,2607652,,,,,
0.0224709510803,1577122835.07,24.5999999046326,454,889,648,599,315,581,3.39999999999998,1350.82254448507,RELAX,27,12257,23951,17455,16071,8549,,,,,,5564233,21246355,11284445,9566033,2706877,,,,,
0.0226209163666,1577122835.07,24.5999999046326,454,889,648,599,315,581,3.39999999999998,0,RELAX,28,12711,24840,18103,16670,8864,,,,,,5770349,22036676,11704349,9924834,2806102,,,,,
0.0227708816528,1577122835.07,24.5999999046326,454,889,650,600,317,582,4.39999999999998,6668.20985935612,RELAX,29,13165,25729,18753,17270,9181,,,,,,5976465,22826997,12126849,10284834,2906591,,,,,
0.0229198932648,1577122835.07,24.5999999046326,454,888,649,600,315,581.2,3.60000000000002,-5368.70911778307,RELAX,30,13619,26617,19402,17870,9496,,,,,,6182581,23615541,12548050,10644834,3005816,,,,,
0.0230700969696,1577122835.07,24.5999999046326,453,888,648,599,316,580.8,3.19999999999993,-2663.05015933333,RELAX,31,14072,27505,20050,18469,9812,,,,,,6387790,24404085,12967954,11003635,3105672,,,,,
0.0232210159302,1577122835.07,24.5999999046326,454,888,649,599,317,581.4,3.79999999999995,3975.6436011395,RELAX,32,14526,28393,20699,19068,10129,,,,,,6593906,25192629,13389155,11362436,3206161,,,,,
0.0233709812164,1577122835.07,24.5999999046326,454,889,649,598,317,581.4,3.79999999999995,0,RELAX,33,14980,29282,21348,19666,10446,,,,,,6800022,25982950,13810356,11720040,3306650,,,,,
0.0235199928284,1577122835.07,24.5999999046326,453,889,649,597,316,580.8,3.19999999999993,-4026.53183833768,RELAX,34,15433,30171,21997,20263,10762,,,,,,7005231,26773271,14231557,12076449,3406506,,,,,
0.0236690044403,1577122835.07,24.5999999046326,454,888,649,596,317,580.8,3.19999999999993,0,RELAX,35,15887,31059,22646,20859,11079,,,,,,7211347,27561815,14652758,12431665,3506995,,,,,
0.0238189697266,1577122835.07,24.5999999046326,453,889,648,597,315,580.4,2.79999999999995,-2667.2839419637,RELAX,36,16340,31948,23294,21456,11394,,,,,,7416556,28352136,15072662,12788074,3606220,,,,,
0.0239679813385,1577122835.07,24.5999999046326,453,889,649,599,316,581.2,3.60000000000002,5368.70912138671,RELAX,37,16793,32837,23943,22055,11710,,,,,,7621765,29142457,15493863,13146875,3706076,,,,,
0.0241169929504,1577122835.07,24.5999999046326,454,888,650,599,317,581.6,4,2684.35456069297,RELAX,38,17247,33725,24593,22654,12027,,,,,,7827881,29931001,15916363,13505676,3806565,,,,,
0.0242660045624,1577122835.07,24.5999999046326,453,888,649,601,314,581,3.39999999999998,-4026.53183833768,RELAX,39,17700,34613,25242,23255,12341,,,,,,8033090,30719545,16337564,13866877,3905161,,,,,
0.0244228839874,1577122835.07,24.5999999046326,454,888,649,600,317,581.6,4,3824.59331426046,RELAX,40,18154,35501,25891,23855,12658,,,,,,8239206,31508089,16758765,14226877,4005650,,,,,
0.024582862854,1577122835.07,24.5999999046326,454,888,648,600,316,581.2,3.60000000000002,-2500.33025299594,RELAX,41,18608,36389,26539,24455,12974,,,,,,8445322,32296633,17178669,14586877,4105506,,,,,
0.0247259140015,1577122835.07,24.5999999046326,454,887,648,601,317,581.4,3.79999999999995,1398.10133295108,RELAX,42,19062,37276,27187,25056,13291,,,,,,8651438,33083402,17598573,14948078,4205995,,,,,
0.0248680114746,1577122835.07,24.5999999046326,454,890,648,601,317,582,4.39999999999998,4222.45369259856,RELAX,43,19516,38166,27835,25657,13608,,,,,,8857554,33875502,18018477,15309279,4306484,,,,,
0.0250110626221,1577122835.07,24.5999999046326,453,888,649,600,317,581.4,3.79999999999995,-4194.30399885483,RELAX,44,19969,39054,28484,26257,13925,,,,,,9062763,34664046,18439678,15669279,4406973,,,,,
0.0251550674438,1577122835.07,24.5999999046326,453,888,648,601,316,581.2,3.60000000000002,-1388.84238485143,RELAX,45,20422,39942,29132,26858,14241,,,,,,9267972,35452590,18859582,16030480,4506829,,,,,
0.0252978801727,1577122835.07,24.5999999046326,453,889,649,602,316,581.8,4.19999999999993,4201.30617642655,RELAX,46,20875,40831,29781,27460,14557,,,,,,9473181,36242911,19280783,16392884,4606685,,,,,
0.0254430770874,1577122835.08,24.6099998950958,454,888,650,601,316,581.8,4.19999999999993,0,RELAX,47,21329,41719,30431,28061,14873,,,,,,9679297,37031455,19703283,16754085,4706541,,,,,
0.0255870819092,1577122835.08,24.6099998950958,454,887,648,602,317,581.6,4,-1388.84238388699,RELAX,48,21783,42606,31079,28663,15190,,,,,,9885413,37818224,20123187,17116489,4807030,,,,,
0.0257298946381,1577122835.08,24.6099998950958,454,887,648,601,317,581.4,3.79999999999995,-1400.43539214275,RELAX,49,22237,43493,31727,29264,15507,,,,,,10091529,38604993,20543091,17477690,4907519,,,,,
0.0258738994598,1577122835.08,24.6099998950958,455,888,648,601,317,581.8,4.19999999999993,2777.68476970358,RELAX,50,22692,44381,32375,29865,15824,,,,,,10298554,39393537,20962995,17838891,5008008,,,,,
0.0260169506073,1577122835.08,24.6099998950958,454,887,648,600,318,581.4,3.79999999999995,-2796.20266590296,RELAX,51,23146,45268,33023,30465,16142,,,,,,10504670,40180306,21382899,18198891,5109132,,,,,
0.0261609554291,1577122835.08,24.6099998950958,453,886,650,599,318,581.2,3.60000000000002,-1388.84238388699,RELAX,52,23599,46154,33673,31064,16460,,,,,,10709879,40965302,21805399,18557692,5210256,,,,,
0.0263040065765,1577122835.08,24.6099998950958,454,883,651,599,318,581,3.39999999999998,-1398.10133392922,RELAX,53,24053,47037,34324,31663,16778,,,,,,10915995,41744991,22229200,18916493,5311380,,,,,
0.0264480113983,1577122835.08,24.6099998950958,454,882,653,599,319,581.4,3.79999999999995,2777.68476777476,RELAX,54,24507,47919,34977,32262,17097,,,,,,11122111,42522915,22655609,19275294,5413141,,,,,
0.0265910625458,1577122835.08,24.6099998950958,453,882,652,598,317,580.4,2.79999999999995,-6990.50666475779,RELAX,55,24960,48801,35629,32860,17414,,,,,,11327320,43300839,23080713,19632898,5513630,,,,,
0.0267488956451,1577122835.08,24.6099998950958,454,882,654,598,318,581.2,3.60000000000002,5068.64531931596,RELAX,56,25414,49683,36283,33458,17732,,,,,,11533436,44078763,23508429,19990502,5614754,,,,,
0.0268959999084,1577122835.08,24.6099998950958,453,882,653,598,317,580.6,3,-4078.73970842295,RELAX,57,25867,50565,36936,34056,18049,,,,,,11738645,44856687,23934838,20348106,5715243,,,,,
0.0270400047302,1577122835.08,24.6099998950958,453,882,652,599,317,580.6,3,0,RELAX,58,26320,51447,37588,34655,18366,,,,,,11943854,45634611,24359942,20706907,5815732,,,,,
0.0271830558777,1577122835.08,24.6099998950958,454,882,652,600,317,581,3.39999999999998,2796.20266590296,RELAX,59,26774,52329,38240,35255,18683,,,,,,12149970,46412535,24785046,21066907,5916221,,,,,
0.0273270606995,1577122835.08,24.6099998950958,454,883,651,602,317,581.4,3.79999999999995,2777.68476777476,RELAX,60,27228,53212,38891,35857,19000,,,,,,12356086,47192224,25208847,21429311,6016710,,,,,
0.0274710655212,1577122835.08,24.6099998950958,453,884,650,602,317,581.2,3.60000000000002,-1388.84238485143,RELAX,61,27681,54096,39541,36459,19317,,,,,,12561295,47973680,25631347,21791715,6117199,,,,,
0.0276238918304,1577122835.08,24.6099998950958,453,883,651,603,317,581.4,3.79999999999995,1308.67519504247,RELAX,62,28134,54979,40192,37062,19634,,,,,,12766504,48753369,26055148,22155324,6217688,,,,,
0.0277609825134,1577122835.08,24.6099998950958,454,885,650,604,316,581.8,4.19999999999993,2917.77669529867,RELAX,63,28588,55864,40842,37666,19950,,,,,,12972620,49536594,26477648,22520140,6317544,,,,,
0.0278990268707,1577122835.08,24.6099998950958,454,886,650,605,317,582.4,4.79999999999995,4346.42901553798,RELAX,64,29042,56750,41492,38271,20267,,,,,,13178736,50321590,26900148,22886165,6418033,,,,,
0.028037071228,1577122835.08,24.6099998950958,453,887,651,605,317,582.6,5,1448.8096718463,RELAX,65,29495,57637,42143,38876,20584,,,,,,13383945,51108359,27323949,23252190,6518522,,,,,
0.0281748771667,1577122835.08,24.6099998950958,453,888,649,607,316,582.6,5,0,RELAX,66,29948,58525,42792,39483,20900,,,,,,13589154,51896903,27745150,23620639,6618378,,,,,
0.0283179283142,1577122835.08,24.6099998950958,453,888,649,606,317,582.6,5,0,RELAX,67,30401,59413,43441,40089,21217,,,,,,13794363,52685447,28166351,23987875,6718867,,,,,
0.0284559726715,1577122835.08,24.6099998950958,453,890,648,606,317,582.8,5.19999999999993,1448.80967184548,RELAX,68,30854,60303,44089,40695,21534,,,,,,13999572,53477547,28586255,24355111,6819356,,,,,
0.0285940170288,1577122835.08,24.6099998950958,452,890,647,606,317,582.4,4.79999999999995,-2897.61934369178,RELAX,69,31306,61193,44736,41301,21851,,,,,,14203876,54269647,29004864,24722347,6919845,,,,,
0.0287320613861,1577122835.08,24.6099998950958,451,892,645,605,316,581.8,4.19999999999993,-4346.42901553798,RELAX,70,31757,62085,45381,41906,22167,,,,,,14407277,55065311,29420889,25088372,7019701,,,,,
0.0288689136505,1577122835.08,24.6099998950958,451,893,644,603,316,581.4,3.79999999999995,-2922.85993040523,RELAX,71,32208,62978,46025,42509,22483,,,,,,14610678,55862760,29835625,25451981,7119557,,,,,
0.0290069580078,1577122835.08,24.6099998950958,449,893,641,602,315,580,2.39999999999998,-10141.6677029217,RELAX,72,32657,63871,46666,43111,22798,,,,,,14812279,56660209,30246506,25814385,7218782,,,,,
0.0291450023651,1577122835.08,24.6099998950958,449,892,640,600,314,579,1.39999999999998,-7244.04835922969,RELAX,73,33106,64763,47306,43711,23112,,,,,,15013880,57455873,30656106,26174385,7317378,,,,,
0.0292830467224,1577122835.08,24.6099998950958,449,893,638,599,315,578.8,1.19999999999993,-1448.8096718463,RELAX,74,33555,65656,47944,44310,23427,,,,,,15215481,58253322,31063150,26533186,7416603,,,,,
0.0294198989868,1577122835.08,24.6099998950958,448,893,635,599,314,577.8,0.199999999999932,-7307.1498260135,RELAX,75,34003,66549,48579,44909,23741,,,,,,15416185,59050771,31466375,26891987,7515199,,,,,
0.0295689105988,1577122835.08,24.6099998950958,448,893,632,598,313,576.8,-0.800000000000068,-6710.88639722922,RELAX,76,34451,67442,49211,45507,24054,,,,,,15616889,59848220,31865799,27249591,7613168,,,,,
0.0297019481659,1577122835.08,24.6099998950958,447,891,631,597,313,575.8,-1.80000000000007,-7516.67383731034,RELAX,77,34898,68333,49842,46104,24367,,,,,,15816698,60642101,32263960,27606000,7711137,,,,,
0.029834985733,1577122835.08,24.6099998950958,448,892,631,596,313,576,-1.60000000000002,1503.33476746245,RELAX,78,35346,69225,50473,46700,24680,,,,,,16017402,61437765,32662121,27961216,7809106,,,,,
0.0299680233002,1577122835.08,24.6099998950958,446,892,631,595,313,575.4,-2.20000000000005,-4510.00429899636,RELAX,79,35792,70117,51104,47295,24993,,,,,,16216318,62233429,33060282,28315241,7907075,,,,,
0.0301010608673,1577122835.08,24.6099998950958,446,891,632,594,313,575.2,-2.39999999999998,-1503.33476746156,RELAX,80,36238,71008,51736,47889,25306,,,,,,16415234,63027310,33459706,28668077,8005044,,,,,
0.0302338600159,1577122835.08,24.6099998950958,445,892,630,594,313,574.8,-2.80000000000007,-3012.06750357202,RELAX,81,36683,71900,52366,48483,25619,,,,,,16613259,63822974,33856606,29020913,8103013,,,,,
0.030366897583,1577122835.08,24.6099998950958,445,891,632,593,312,574.6,-3,-1503.3347674616,RELAX,82,37128,72791,52998,49076,25931,,,,,,16811284,64616855,34256030,29372562,8200357,,,,,
0.0305008888245,1577122835.08,24.6099998950958,447,890,632,592,312,574.6,-3,0,RELAX,83,37575,73681,53630,49668,26243,,,,,,17011093,65408955,34655454,29723026,8297701,,,,,
0.0306429862976,1577122835.08,24.6099998950958,445,890,632,593,312,574.4,-3.20000000000005,-1407.48456419979,RELAX,84,38020,74571,54262,50261,26555,,,,,,17209118,66201055,35054878,30074675,8395045,,,,,
0.0307779312134,1577122835.08,24.6099998950958,446,890,634,594,313,575.4,-2.20000000000005,7410.43109384045,RELAX,85,38466,75461,54896,50855,26868,,,,,,17408034,66993155,35456834,30427511,8493014,,,,,
0.0309119224548,1577122835.08,24.6099998950958,446,890,636,594,313,575.8,-1.80000000000007,2985.26975211661,RELAX,86,38912,76351,55532,51449,27181,,,,,,17606950,67785255,35861330,30780347,8590983,,,,,
0.0310459136963,1577122835.08,24.6099998950958,445,890,638,594,313,576,-1.60000000000002,1492.63487494475,RELAX,87,39357,77241,56170,52043,27494,,,,,,17804975,68577355,36268374,31133183,8688952,,,,,
0.0311789512634,1577122835.08,24.6099998950958,444,890,640,594,313,576.2,-1.39999999999998,1503.33476746245,RELAX,88,39801,78131,56810,52637,27807,,,,,,18002111,69369455,36677974,31486019,8786921,,,,,
0.0313129425049,1577122835.08,24.6099998950958,444,890,643,592,313,576.4,-1.20000000000005,1492.6348749439,RELAX,89,40245,79021,57453,53229,28120,,,,,,18199247,70161555,37091423,31836483,8884890,,,,,
