delta Time, Unix Time,time, pr1, pr2, pr3, pr4, pr5,avg,delta,dn/dt,label,,,,,,,,,,,,,,,,,,,,,
4.99053192139,1577122845.67,35.2000000476837,451,889,652,617,323,586.4,8.79999999999995,8.13338245890659,RELAX,28,12580,24878,18219,17142,9026,,,,,,5652038,22104118,11854799,10495664,2909612,,,,,
5.01109290123,1577122845.69,35.2200000286102,450,889,653,617,324,586.6,9,9.72716288602937,RELAX,29,13030,25767,18872,17759,9350,,,,,,5854538,22894439,12281208,10876353,3014588,,,,,
0.000586986541748,1577122850.06,39.5899999141693,450,890,653,616,323,586.4,8.79999999999995,0.039916128911004,RELAX,30,13480,26657,19525,18375,9673,,,,,,6057038,23686539,12707617,11255809,3118917,,,,,
0.00111293792725,1577122850.06,39.5899999141693,450,889,653,617,323,586.4,8.79999999999995,0,RELAX,31,13930,27546,20178,18992,9996,,,,,,6259538,24476860,13134026,11636498,3223246,,,,,
0.00159692764282,1577122850.06,39.5899999141693,450,889,653,617,323,586.4,8.79999999999995,0,RELAX,32,14380,28435,20831,19609,10319,,,,,,6462038,25267181,13560435,12017187,3327575,,,,,
0.00207209587097,1577122850.06,39.5899999141693,450,887,653,617,323,586,8.39999999999998,-841.807124936195,RELAX,33,14830,29322,21484,20226,10642,,,,,,6664538,26053950,13986844,12397876,3431904,,,,,
0.0025269985199,1577122850.06,39.5899999141693,450,888,651,617,321,585.4,7.79999999999995,-1318.9635220004,RELAX,34,15280,30210,22135,20843,10963,,,,,,6867038,26842494,14410645,12778565,3534945,,,,,
0.00297689437866,1577122850.06,39.5899999141693,451,888,653,618,323,586.6,9,2667.28394279396,RELAX,35,15731,31098,22788,21461,11286,,,,,,7070439,27631038,14837054,13160489,3639274,,,,,
0.00342488288879,1577122850.06,39.5899999141693,452,889,652,619,323,587,9.39999999999998,892.880042579446,RELAX,36,16183,31987,23440,22080,11609,,,,,,7274743,28421359,15262158,13543650,3743603,,,,,
0.00390005111694,1577122850.06,39.5899999141693,450,890,653,618,323,586.8,9.19999999999993,-420.903562468217,RELAX,37,16633,32877,24093,22698,11932,,,,,,7477243,29213459,15688567,13925574,3847932,,,,,
0.004399061203,1577122850.06,39.5899999141693,450,889,653,618,324,586.8,9.19999999999993,0,RELAX,38,17083,33766,24746,23316,12256,,,,,,7679743,30003780,16114976,14307498,3952908,,,,,
0.00486898422241,1577122850.06,39.5899999141693,450,890,654,618,324,587.2,9.60000000000002,851.203247081406,RELAX,39,17533,34656,25400,23934,12580,,,,,,7882243,30795880,16542692,14689422,4057884,,,,,
0.00533008575439,1577122850.06,39.5899999141693,451,889,653,618,324,587,9.39999999999998,-433.743950364321,RELAX,40,17984,35545,26053,24552,12904,,,,,,8085644,31586201,16969101,15071346,4162860,,,,,
0.00562500953674,1577122850.06,39.5899999141693,450,889,653,618,323,586.6,9,-1356.28261923373,RELAX,41,18434,36434,26706,25170,13227,,,,,,8288144,32376522,17395510,15453270,4267189,,,,,
0.00578188896179,1577122850.06,39.5899999141693,450,888,654,619,324,587,9.39999999999998,2549.72887536075,RELAX,42,18884,37322,27360,25789,13551,,,,,,8490644,33165066,17823226,15836431,4372165,,,,,
0.00593900680542,1577122850.06,39.5899999141693,452,889,654,619,322,587.2,9.60000000000002,1272.92989376197,RELAX,43,19336,38211,28014,26408,13873,,,,,,8694948,33955387,18250942,16219592,4475849,,,,,
0.00609707832336,1577122850.06,39.5899999141693,451,889,653,619,323,587,9.39999999999998,-1265.25007544978,RELAX,44,19787,39100,28667,27027,14196,,,,,,8898349,34745708,18677351,16602753,4580178,,,,,
0.00625395774841,1577122850.06,39.5899999141693,451,889,654,620,325,587.8,10.1999999999999,5099.4577507215,RELAX,45,20238,39989,29321,27647,14521,,,,,,9101750,35536029,19105067,16987153,4685803,,,,,
0.00641107559204,1577122850.06,39.5899999141693,451,890,653,620,324,587.6,10,-1272.92989376124,RELAX,46,20689,40879,29974,28267,14845,,,,,,9305151,36328129,19531476,17371553,4790779,,,,,
0.00656795501709,1577122850.06,39.5899999141693,451,889,653,619,324,587.2,9.60000000000002,-2549.72887536075,RELAX,47,21140,41768,30627,28886,15169,,,,,,9508552,37118450,19957885,17754714,4895755,,,,,
0.00672507286072,1577122850.06,39.5899999141693,451,890,653,618,324,587.2,9.60000000000002,0,RELAX,48,21591,42658,31280,29504,15493,,,,,,9711953,37910550,20384294,18136638,5000731,,,,,
0.00688195228577,1577122850.06,39.5899999141693,450,889,654,619,324,587.2,9.60000000000002,0,RELAX,49,22041,43547,31934,30123,15817,,,,,,9914453,38700871,20812010,18519799,5105707,,,,,
0.00703907012939,1577122850.06,39.5899999141693,451,889,653,619,324,587.2,9.60000000000002,0,RELAX,50,22492,44436,32587,30742,16141,,,,,,10117854,39491192,21238419,18902960,5210683,,,,,
0.00719594955444,1577122850.07,39.5999999046326,451,888,653,618,323,586.6,9,-3824.59331304149,RELAX,51,22943,45324,33240,31360,16464,,,,,,10321255,40279736,21664828,19284884,5315012,,,,,
0.00735187530518,1577122850.07,39.5999999046326,450,888,651,618,322,585.8,8.19999999999993,-5130.64709455231,RELAX,52,23393,46212,33891,31978,16786,,,,,,10523755,41068280,22088629,19666808,5418696,,,,,
0.0075089931488,1577122850.07,39.5999999046326,451,888,651,615,324,585.8,8.19999999999993,0,RELAX,53,23844,47100,34542,32593,17110,,,,,,10727156,41856824,22512430,20045033,5523672,,,,,
0.00766706466675,1577122850.07,39.5999999046326,452,888,650,612,324,585.2,7.60000000000002,-3795.75022610776,RELAX,54,24296,47988,35192,33205,17434,,,,,,10931460,42645368,22934930,20419577,5628648,,,,,
0.0078239440918,1577122850.07,39.5999999046326,452,888,648,608,323,583.8,6.19999999999993,-8924.05106376366,RELAX,55,24748,48876,35840,33813,17757,,,,,,11135764,43433912,23354834,20789241,5732977,,,,,
0.00797986984253,1577122850.07,39.5999999046326,452,889,647,604,323,583,5.39999999999998,-5130.64709488067,RELAX,56,25200,49765,36487,34417,18080,,,,,,11340068,44224233,23773443,21154057,5837306,,,,,
0.00814700126648,1577122850.07,39.5999999046326,451,890,647,604,323,583,5.39999999999998,0,RELAX,57,25651,50655,37134,35021,18403,,,,,,11543469,45016333,24192052,21518873,5941635,,,,,
0.00830602645874,1577122850.07,39.5999999046326,451,890,647,608,323,583.8,6.19999999999993,5030.64947528557,RELAX,58,26102,51545,37781,35629,18726,,,,,,11746870,45808433,24610661,21888537,6045964,,,,,
0.00846409797668,1577122850.07,39.5999999046326,450,890,648,608,322,583.6,6,-1265.25007544906,RELAX,59,26552,52435,38429,36237,19048,,,,,,11949370,46600533,25030565,22258201,6149648,,,,,
0.00862193107605,1577122850.07,39.5999999046326,448,891,645,608,322,582.8,5.19999999999993,-5068.64531706789,RELAX,60,27000,53326,39074,36845,19370,,,,,,12150074,47394414,25446590,22627865,6253332,,,,,
0.00877904891968,1577122850.07,39.5999999046326,449,891,644,611,322,583.4,5.79999999999995,3818.7896812852,RELAX,61,27449,54217,39718,37456,19692,,,,,,12351675,48188295,25861326,23001186,6357016,,,,,
0.00893592834473,1577122850.07,39.5999999046326,450,891,644,610,323,583.6,6,1274.86443768073,RELAX,62,27899,55108,40362,38066,20015,,,,,,12554175,48982176,26276062,23373286,6461345,,,,,
0.00909209251404,1577122850.07,39.5999999046326,450,890,644,610,323,583.4,5.79999999999995,-1280.70351146318,RELAX,63,28349,55998,41006,38676,20338,,,,,,12756675,49774276,26690798,23745386,6565674,,,,,
0.00924897193909,1577122850.07,39.5999999046326,449,891,643,609,323,583,5.39999999999998,-2549.72887536073,RELAX,64,28798,56889,41649,39285,20661,,,,,,12958276,50568157,27104247,24116267,6670003,,,,,
0.00940608978271,1577122850.07,39.5999999046326,449,891,643,608,323,582.8,5.19999999999993,-1272.92989384298,RELAX,65,29247,57780,42292,39893,20984,,,,,,13159877,51362038,27517696,24485931,6774332,,,,,
0.00956296920776,1577122850.07,39.5999999046326,449,890,644,606,322,582.2,4.60000000000002,-3824.59331304078,RELAX,66,29696,58670,42936,40499,21306,,,,,,13361478,52154138,27932432,24853167,6878016,,,,,
0.00972008705139,1577122850.07,39.5999999046326,448,888,645,605,322,581.6,4,-3818.78968128516,RELAX,67,30144,59558,43581,41104,21628,,,,,,13562182,52942682,28348457,25219192,6981700,,,,,
0.00987696647644,1577122850.07,39.5999999046326,448,886,645,603,322,580.8,3.19999999999993,-5099.45775072225,RELAX,68,30592,60444,44226,41707,21950,,,,,,13762886,53727678,28764482,25582801,7085384,,,,,
0.0100340843201,1577122850.07,39.5999999046326,449,885,644,601,322,580.2,2.60000000000002,-3818.78968055527,RELAX,69,31041,61329,44870,42308,22272,,,,,,13964487,54510903,29179218,25944002,7189068,,,,,
0.0101900100708,1577122850.07,39.5999999046326,449,883,641,598,322,578.6,1,-10261.2941917362,RELAX,70,31490,62212,45511,42906,22594,,,,,,14166088,55290592,29590099,26301606,7292752,,,,,
0.0103468894958,1577122850.07,39.5999999046326,450,882,641,595,324,578.4,0.799999999999955,-1274.86443808706,RELAX,71,31940,63094,46152,43501,22918,,,,,,14368588,56068516,30000980,26655631,7397728,,,,,
0.0105130672455,1577122850.07,39.5999999046326,453,882,644,594,325,579.6,2,7221.18335436844,RELAX,72,32393,63976,46796,44095,23243,,,,,,14573797,56846440,30415716,27008467,7503353,,,,,
0.0106639862061,1577122850.07,39.5999999046326,451,882,644,594,323,578.8,1.19999999999993,-5300.85813485298,RELAX,73,32844,64858,47440,44689,23566,,,,,,14777198,57624364,30830452,27361303,7607682,,,,,
0.0108160972595,1577122850.07,39.5999999046326,451,882,644,592,325,578.8,1.19999999999993,0,RELAX,74,33295,65740,48084,45281,23891,449.932432432432,888.378378378378,649.783783783784,611.905405405405,322.851351351351,14980599,58402288,31245188,27711767,7713307,1.15467417987197,1.99121518450911,3.64754738136326,7.42379104529853,0.939845191858414
0.0109660625458,1577122850.07,39.5999999046326,452,882,645,590,325,578.8,1.19999999999993,0,TRANSITION,1,452,882,645,590,325,,,,,,204304,777924,416025,348100,105625,,,,,
0.0111169815063,1577122850.07,39.5999999046326,452,883,644,589,323,578.2,0.600000000000023,-3975.64360377312,TRANSITION,2,904,1765,1289,1179,648,,,,,,408608,1557613,830761,695021,209954,,,,,
0.0112679004669,1577122850.07,39.5999999046326,451,883,644,589,325,578.4,0.799999999999955,1325.21453371268,TRANSITION,3,1355,2648,1933,1768,973,,,,,,612009,2337302,1245497,1041942,315579,,,,,
0.0114178657532,1577122850.07,39.5999999046326,453,883,644,586,325,578.2,0.600000000000023,-1333.64197098147,TRANSITION,4,1808,3531,2577,2354,1298,,,,,,817218,3116991,1660233,1385338,421204,,,,,
0.0115690231323,1577122850.07,39.5999999046326,453,883,641,584,324,577,-0.600000000000023,-7938.7457439717,TRANSITION,5,2261,4414,3218,2938,1622,,,,,,1022427,3896680,2071114,1726394,526180,,,,,
0.0117189884186,1577122850.07,39.5999999046326,455,882,642,581,326,577.2,-0.399999999999977,1333.64197098223,TRANSITION,6,2716,5296,3860,3519,1948,,,,,,1229452,4674604,2483278,2063955,632456,,,,,
0.0118699073792,1577122850.07,39.5999999046326,455,882,642,579,325,576.6,-1,-3975.64360113954,TRANSITION,7,3171,6178,4502,4098,2273,,,,,,1436477,5452528,2895442,2399196,738081,,,,,
0.0120198726654,1577122850.07,39.5999999046326,455,883,640,577,325,576,-1.60000000000002,-4000.92591561382,TRANSITION,8,3626,7061,5142,4675,2598,,,,,,1643502,6232217,3305042,2732125,843706,,,,,
0.0121800899506,1577122850.07,39.5999999046326,455,880,641,576,325,575.4,-2.20000000000005,-3744.91428469182,TRANSITION,9,4081,7941,5783,5251,2923,,,,,,1850527,7006617,3715923,3063901,949331,,,,,
0.0123319625854,1577122850.07,39.5999999046326,454,880,641,580,325,576,-1.60000000000002,3950.67880918871,TRANSITION,10,4535,8821,6424,5831,3248,,,,,,2056643,7781017,4126804,3400301,1054956,,,,,
0.0124819278717,1577122850.07,39.5999999046326,454,880,641,582,324,576.2,-1.39999999999998,1333.64197098223,TRANSITION,11,4989,9701,7065,6413,3572,,,,,,2262759,8555417,4537685,3739025,1159932,,,,,
0.0126330852509,1577122850.07,39.5999999046326,454,881,640,582,324,576.2,-1.39999999999998,0,TRANSITION,12,5443,10582,7705,6995,3896,,,,,,2468875,9331578,4947285,4077749,1264908,,,,,
0.0127840042114,1577122850.07,39.5999999046326,453,881,639,584,323,576,-1.60000000000002,-1325.21453459154,TRANSITION,13,5896,11463,8344,7579,4219,,,,,,2674084,10107739,5355606,4418805,1369237,,,,,
0.0129640102386,1577122850.07,39.5999999046326,452,883,637,587,322,576.2,-1.39999999999998,1111.07390741883,TRANSITION,14,6348,12346,8981,8166,4541,,,,,,2878388,10887428,5761375,4763374,1472921,,,,,
0.0131149291992,1577122850.07,39.5999999046326,452,884,640,586,323,577,-0.600000000000023,5300.85813485222,TRANSITION,15,6800,13230,9621,8752,4864,,,,,,3082692,11668884,6170975,5106770,1577250,,,,,
0.0132648944855,1577122850.07,39.5999999046326,452,886,641,590,322,578.2,0.600000000000023,8001.85182589185,TRANSITION,16,7252,14116,10262,9342,5186,453.25,882.25,641.375,583.875,324.125,3286996,12453880,6581856,5454870,1680934,1.29903810567666,1.5612494995996,2.02715934252836,4.39992897669951,1.1659223816361
0.0134160518646,1577122850.07,39.5999999046326,451,886,641,592,322,578.4,0.799999999999955,1323.12429066145,RELAX,1,451,886,641,592,322,,,,,,203401,784996,410881,350464,103684,,,,,
0.0135669708252,1577122850.07,39.5999999046326,449,887,643,593,322,578.8,1.19999999999993,2650.42906742614,RELAX,2,900,1773,1284,1185,644,,,,,,405002,1571765,824330,702113,207368,,,,,
0.0137178897858,1577122850.07,39.5999999046326,449,887,644,597,321,579.6,2,5300.85813485298,RELAX,3,1349,2660,1928,1782,965,,,,,,606603,2358534,1239066,1058522,310409,,,,,
0.0138690471649,1577122850.07,39.5999999046326,449,888,644,601,321,580.6,3,6615.6214533095,RELAX,4,1798,3548,2572,2383,1286,,,,,,808204,3147078,1653802,1419723,413450,,,,,
0.0140199661255,1577122850.07,39.5999999046326,448,888,645,605,320,581.2,3.60000000000002,3975.64360113954,RELAX,5,2246,4436,3217,2988,1606,,,,,,1008908,3935622,2069827,1785748,515850,,,,,
0.0141708850861,1577122850.07,39.5999999046326,449,889,646,607,321,582.4,4.79999999999995,7951.28720227843,RELAX,6,2695,5325,3863,3595,1927,,,,,,1210509,4725943,2487143,2154197,618891,,,,,
0.0143210887909,1577122850.07,39.5999999046326,447,890,646,610,321,582.8,5.19999999999993,2663.05015933252,RELAX,7,3142,6215,4509,4205,2248,,,,,,1410318,5518043,2904459,2526297,721932,,,,,
0.0144720077515,1577122850.07,39.5999999046326,448,890,646,610,322,583.2,5.60000000000002,2650.42906742689,RELAX,8,3590,7105,5155,4815,2570,,,,,,1611022,6310143,3321775,2898397,825616,,,,,
0.0146219730377,1577122850.07,39.5999999046326,448,891,648,613,321,584.2,6.60000000000002,6668.20985935604,RELAX,9,4038,7996,5803,5428,2891,,,,,,1811726,7104024,3741679,3274166,928657,,,,,
0.0147728919983,1577122850.07,39.5999999046326,448,892,649,615,323,585.4,7.79999999999995,7951.28720227843,RELAX,10,4486,8888,6452,6043,3214,,,,,,2012430,7899688,4162880,3652391,1032986,,,,,
0.0149240493774,1577122850.07,39.5999999046326,449,892,649,612,324,585.2,7.60000000000002,-1323.12429066145,RELAX,11,4935,9780,7101,6655,3538,,,,,,2214031,8695352,4584081,4026935,1137962,,,,,
0.0150740146637,1577122850.07,39.5999999046326,449,893,646,609,323,584,6.39999999999998,-8001.85182589185,RELAX,12,5384,10673,7747,7264,3861,,,,,,2415632,9492801,5001397,4397816,1242291,,,,,
0.0152249336243,1577122850.07,39.5999999046326,450,894,643,603,324,582.8,5.19999999999993,-7951.28720227909,RELAX,13,5834,11567,8390,7867,4185,,,,,,2618132,10292037,5414846,4761425,1347267,,,,,
0.0153748989105,1577122850.07,39.5999999046326,451,894,641,599,324,581.8,4.19999999999993,-6668.20985935612,RELAX,14,6285,12461,9031,8466,4509,,,,,,2821533,11091273,5825727,5120226,1452243,,,,,
0.0155260562897,1577122850.07,39.5999999046326,451,893,640,598,323,581,3.39999999999998,-5292.49715914599,RELAX,15,6736,13354,9671,9064,4832,,,,,,3024934,11888722,6235327,5477830,1556572,,,,,
0.0156760215759,1577122850.07,39.5999999046326,451,892,639,598,323,580.6,3,-2667.2839437423,RELAX,16,7187,14246,10310,9662,5155,,,,,,3228335,12684386,6643648,5835434,1660901,,,,,
0.0158269405365,1577122850.07,39.5999999046326,451,892,639,598,324,580.8,3.19999999999993,1325.21453371266,RELAX,17,7638,15138,10949,10260,5479,,,,,,3431736,13480050,7051969,6193038,1765877,,,,,
0.0159780979156,1577122850.07,39.5999999046326,452,892,639,598,324,581,3.39999999999998,1323.1242906622,RELAX,18,8090,16030,11588,10858,5803,,,,,,3636040,14275714,7460290,6550642,1870853,,,,,
0.0161390304565,1577122850.07,39.5999999046326,451,893,638,598,324,580.8,3.19999999999993,-1242.75674069127,RELAX,19,8541,16923,12226,11456,6127,,,,,,3839441,15073163,7867334,6908246,1975829,,,,,
0.0162909030914,1577122850.07,39.5999999046326,451,893,638,596,325,580.6,3,-1316.89293552864,RELAX,20,8992,17816,12864,12052,6452,,,,,,4042842,15870612,8274378,7263462,2081454,,,,,
0.0164420604706,1577122850.07,39.5999999046326,451,894,637,596,324,580.4,2.79999999999995,-1323.12428978687,RELAX,21,9443,18710,13501,12648,6776,,,,,,4246243,16669848,8680147,7618678,2186430,,,,,
0.0165939331055,1577122850.07,39.5999999046326,451,892,636,597,324,580,2.39999999999998,-2633.78587105808,RELAX,22,9894,19602,14137,13245,7100,,,,,,4449644,17465512,9084643,7975087,2291406,,,,,
0.0167450904846,1577122850.07,39.5999999046326,451,892,636,599,324,580.4,2.79999999999995,2646.24858132365,RELAX,23,10345,20494,14773,13844,7424,,,,,,4653045,18261176,9489139,8333888,2396382,,,,,
0.0168950557709,1577122850.07,39.5999999046326,451,891,636,600,325,580.6,3,1333.64197098223,RELAX,24,10796,21385,15409,14444,7749,,,,,,4856446,19055057,9893635,8693888,2502007,,,,,
0.0170459747314,1577122850.07,39.5999999046326,450,890,633,598,324,579,1.39999999999998,-10601.7162767298,RELAX,25,11246,22275,16042,15042,8073,,,,,,5058946,19847157,10294324,9051492,2606983,,,,,
0.017196893692,1577122850.08,39.6099998950958,451,891,633,597,325,579.4,1.79999999999995,2650.42906742614,RELAX,26,11697,23166,16675,15639,8398,,,,,,5262347,20641038,10695013,9407901,2712608,,,,,
0.0173490047455,1577122850.08,39.6099998950958,453,892,631,594,325,579,1.39999999999998,-2629.65767967664,RELAX,27,12150,24058,17306,16233,8723,,,,,,5467556,21436702,11093174,9760737,2818233,,,,,
0.0174989700317,1577122850.08,39.6099998950958,452,894,628,593,325,578.4,0.799999999999955,-4000.92591561382,RELAX,28,12602,24952,17934,16826,9048,,,,,,5671860,22235938,11487558,10112386,2923858,,,,,
0.0176498889923,1577122850.08,39.6099998950958,451,893,627,592,325,577.6,0,-5300.85813485216,RELAX,29,13053,25845,18561,17418,9373,,,,,,5875261,23033387,11880687,10462850,3029483,,,,,
0.0178010463715,1577122850.08,39.6099998950958,451,892,628,593,324,577.6,0,0,RELAX,30,13504,26737,19189,18011,9697,,,,,,6078662,23829051,12275071,10814499,3134459,,,,,
0.0179510116577,1577122850.08,39.6099998950958,451,892,627,593,324,577.4,-0.200000000000045,-1333.64197187153,RELAX,31,13955,27629,19816,18604,10021,,,,,,6282063,24624715,12668200,11166148,3239435,,,,,
0.0181069374084,1577122850.08,39.6099998950958,451,890,627,591,324,576.6,-1,-5130.64709586776,RELAX,32,14406,28519,20443,19195,10345,450.1875,891.21875,638.84375,599.84375,323.28125,6485464,25416815,13061329,11515429,3344411,1.40172884325036,2.14671806194945,6.72267327314812,6.68070624541298,1.44123156970003
0.0182580947876,1577122850.08,39.6099998950958,452,888,626,589,324,575.8,-1.80000000000007,-5292.49715914674,TRANSITION,1,452,888,626,589,324,,,,,,204304,788544,391876,346921,104976,,,,,
0.0184090137482,1577122850.08,39.6099998950958,451,887,623,584,323,573.6,-4,-14577.3598708442,TRANSITION,2,903,1775,1249,1173,647,,,,,,407705,1575313,780005,687977,209305,,,,,
0.0185599327087,1577122850.08,39.6099998950958,453,884,623,575,324,571.8,-5.80000000000007,-11926.9308113216,TRANSITION,3,1356,2659,1872,1748,971,,,,,,612914,2356769,1168134,1018602,314281,,,,,
0.0187110900879,1577122850.08,39.6099998950958,454,882,623,571,324,570.8,-6.80000000000007,-6615.62144893286,TRANSITION,4,1810,3541,2495,2319,1295,,,,,,819030,3134693,1556263,1344643,419257,,,,,
0.0188620090485,1577122850.08,39.6099998950958,453,880,624,564,324,569,-8.60000000000002,-11926.9308034177,TRANSITION,5,2263,4421,3119,2883,1619,,,,,,1024239,3909093,1945639,1662739,524233,,,,,
0.019012928009,1577122850.08,39.6099998950958,453,878,627,556,324,567.6,-10,-9276.50174213854,TRANSITION,6,2716,5299,3746,3439,1943,,,,,,1229448,4679977,2338768,1971875,629209,,,,,
0.0191628932953,1577122850.08,39.6099998950958,454,876,628,552,324,566.8,-10.8000000000001,-5334.56788392815,TRANSITION,7,3170,6175,4374,3991,2267,,,,,,1435564,5447353,2733152,2276579,734185,,,,,
0.0193140506744,1577122850.08,39.6099998950958,454,875,629,553,325,567.2,-10.4,2646.2485813244,TRANSITION,8,3624,7050,5003,4544,2592,,,,,,1641680,6212978,3128793,2582388,839810,,,,,
0.019464969635,1577122850.08,39.6099998950958,457,875,630,556,326,568.8,-8.80000000000007,10601.7162697046,TRANSITION,9,4081,7925,5633,5100,2918,,,,,,1850529,6978603,3525693,2891524,946086,,,,,
0.0196158885956,1577122850.08,39.6099998950958,458,875,631,555,326,569,-8.60000000000002,1325.21453371342,TRANSITION,10,4539,8800,6264,5655,3244,,,,,,2060293,7744228,3923854,3199549,1052362,,,,,
0.0197670459747,1577122850.08,39.6099998950958,460,875,632,556,327,570,-7.60000000000002,6615.6214533095,TRANSITION,11,4999,9675,6896,6211,3571,,,,,,2271893,8509853,4323278,3508685,1159291,,,,,
0.0199179649353,1577122850.08,39.6099998950958,460,876,630,556,327,569.8,-7.80000000000007,-1325.21453371345,TRANSITION,12,5459,10551,7526,6767,3898,,,,,,2483493,9277229,4720178,3817821,1266220,,,,,
0.0200688838959,1577122850.08,39.6099998950958,460,877,629,556,327,569.8,-7.80000000000007,0,TRANSITION,13,5919,11428,8155,7323,4225,,,,,,2695093,10046358,5115819,4126957,1373149,,,,,
0.0202419757843,1577122850.08,39.6099998950958,459,878,627,558,327,569.8,-7.80000000000007,0,TRANSITION,14,6378,12306,8782,7881,4552,,,,,,2905774,10817242,5508948,4438321,1480078,,,,,
0.0203959941864,1577122850.08,39.6099998950958,458,878,627,560,327,570,-7.60000000000002,1298.54613002798,TRANSITION,15,6836,13184,9409,8441,4879,,,,,,3115538,11588126,5902077,4751921,1587007,,,,,
0.0205478668213,1577122850.08,39.6099998950958,457,880,627,564,327,571,-6.60000000000002,6584.46467764543,TRANSITION,16,7293,14064,10036,9005,5206,,,,,,3324387,12362526,6295206,5070017,1693936,,,,,
0.0206990242004,1577122850.08,39.6099998950958,457,881,625,566,325,570.8,-6.80000000000007,-1323.1242906622,TRANSITION,17,7750,14945,10661,9571,5531,,,,,,3533236,13138687,6685831,5390373,1799561,,,,,
0.020849943161,1577122850.08,39.6099998950958,455,883,623,569,325,571,-6.60000000000002,1325.21453371345,TRANSITION,18,8205,15828,11284,10140,5856,,,,,,3740261,13918376,7073960,5714134,1905186,,,,,
0.0210011005402,1577122850.08,39.6099998950958,455,885,623,573,325,572.2,-5.39999999999998,7938.74573871974,TRANSITION,19,8660,16713,11907,10713,6181,,,,,,3947286,14701601,7462089,6042463,2010811,,,,,
0.0211520195007,1577122850.08,39.6099998950958,454,886,622,576,322,572,-5.60000000000002,-1325.21453459154,TRANSITION,20,9114,17599,12529,11289,6503,,,,,,4153402,15486597,7848973,6374239,2114495,,,,,
0.0213029384613,1577122850.08,39.6099998950958,454,885,622,577,324,572.4,-5.20000000000005,2650.42906742608,TRANSITION,21,9568,18484,13151,11866,6827,,,,,,4359518,16269822,8235857,6707168,2219471,,,,,
0.0214529037476,1577122850.08,39.6099998950958,455,887,624,579,324,573.8,-3.80000000000007,9335.49379687332,TRANSITION,22,10023,19371,13775,12445,7151,,,,,,4566543,17056591,8625233,7042409,2324447,,,,,
0.0216040611267,1577122850.08,39.6099998950958,454,887,624,580,325,574,-3.60000000000002,1323.1242906622,TRANSITION,23,10477,20258,14399,13025,7476,,,,,,4772659,17843360,9014609,7378809,2430072,,,,,
0.0217530727386,1577122850.08,39.6099998950958,454,887,625,577,326,573.8,-3.80000000000007,-1342.17728034687,TRANSITION,24,10931,21145,15024,13602,7802,,,,,,4978775,18630129,9405234,7711738,2536348,,,,,
0.0219039916992,1577122850.08,39.6099998950958,454,887,627,577,325,574,-3.60000000000002,1325.21453371345,TRANSITION,25,11385,22032,15651,14179,8127,,,,,,5184891,19416898,9798363,8044667,2641973,,,,,
0.0220549106598,1577122850.08,39.6099998950958,453,887,630,576,325,574.2,-3.39999999999998,1325.21453371345,TRANSITION,26,11838,22919,16281,14755,8452,,,,,,5390100,20203667,10195263,8376443,2747598,,,,,
0.022204875946,1577122850.08,39.6099998950958,453,887,632,572,325,573.8,-3.80000000000007,-2667.28394374305,TRANSITION,27,12291,23806,16913,15327,8777,,,,,,5595309,20990436,10594687,8703627,2853223,,,,,
0.0223560333252,1577122850.08,39.6099998950958,453,886,633,570,325,573.4,-4.20000000000005,-2646.248579573,TRANSITION,28,12744,24692,17546,15897,9102,,,,,,5800518,21775432,10995376,9028527,2958848,,,,,
0.0225079059601,1577122850.08,39.6099998950958,451,886,632,572,325,573.2,-4.39999999999998,-1316.89293552864,TRANSITION,29,13195,25578,18178,16469,9427,,,,,,6003919,22560428,11394800,9355711,3064473,,,,,
0.0226578712463,1577122850.08,39.6099998950958,453,887,631,573,325,573.8,-3.80000000000007,4000.92591561307,TRANSITION,30,13648,26465,18809,17042,9752,,,,,,6209128,23347197,11792961,9684040,3170098,,,,,
0.0228090286255,1577122850.08,39.6099998950958,453,888,629,577,325,574.4,-3.20000000000005,3969.37286935987,TRANSITION,31,14101,27353,19438,17619,10077,,,,,,6414337,24135741,12188602,10016969,3275723,,,,,
0.0229599475861,1577122850.08,39.6099998950958,452,890,627,582,326,575.4,-2.20000000000005,6626.07266856573,TRANSITION,32,14553,28243,20065,18201,10403,,,,,,6618641,24927841,12581731,10355693,3381999,,,,,
0.0231099128723,1577122850.08,39.6099998950958,452,891,627,585,325,576,-1.60000000000002,4000.92591561382,TRANSITION,33,15005,29134,20692,18786,10728,,,,,,6822945,25721722,12974860,10697918,3487624,,,,,
0.0232610702515,1577122850.08,39.6099998950958,451,890,627,589,325,576.4,-1.20000000000005,2646.248579573,TRANSITION,34,15456,30024,21319,19375,11053,,,,,,7026346,26513822,13367989,11044839,3593249,,,,,
0.023411989212,1577122850.08,39.6099998950958,450,890,626,590,324,576,-1.60000000000002,-2650.42906918233,TRANSITION,35,15906,30914,21945,19965,11377,454.457142857143,883.257142857143,627,570.428571428571,325.057142857143,7228846,27305922,13759865,11392939,3698225,2.67627520625104,5.10094028946864,3.16227766016838,11.1259945668707,1.19386185232817
0.0235629081726,1577122850.08,39.6099998950958,450,889,625,591,324,575.8,-1.80000000000007,-1325.21453371342,RELAX,1,450,889,625,591,324,450,889,625,591,324,202500,790321,390625,349281,104976,0,0,0,0,0
