delta Time, Unix Time, pr1, pr2, pr3, pr4, pr5, label
0.845925092697,1580262733.42,413,876,578,668,277,extend,
0.846854925156,1580262733.42,414,876,578,669,279,extend,
0.847339868546,1580262733.42,414,876,578,670,280,extend,
0.847800970078,1580262733.42,413,876,578,668,277,extend,
0.848258972168,1580262733.42,413,875,577,668,276,extend,
0.84956908226,1580262733.42,414,876,578,669,279,extend,
0.85006403923,1580262733.42,414,876,578,670,280,extend,
0.850550889969,1580262733.42,413,876,578,668,277,extend,
0.851068019867,1580262733.42,413,875,577,668,276,extend,
1.64744901657,1580262734.22,411,874,575,667,271,extend,
1.67198705673,1580262734.24,408,876,575,670,274,extend,
1.69259786606,1580262734.26,412,875,577,671,275,extend,
1.71709799767,1580262734.29,412,876,577,668,273,extend,
1.74147987366,1580262734.31,413,877,577,669,275,extend,
1.76212191582,1580262734.33,412,876,577,670,276,extend,
1.78661298752,1580262734.36,411,874,577,669,273,extend,
1.80730986595,1580262734.38,409,875,576,667,273,extend,
1.83160805702,1580262734.4,413,873,577,668,276,extend,
1.85617804527,1580262734.43,412,876,577,670,276,extend,
1.87679386139,1580262734.45,411,875,576,668,272,extend,
1.90129494667,1580262734.47,412,876,577,668,274,extend,
1.92176389694,1580262734.49,413,876,578,671,275,extend,
1.94624495506,1580262734.52,412,876,578,669,276,extend,
1.97109103203,1580262734.54,412,875,575,669,271,extend,
1.99141907692,1580262734.56,412,876,578,668,273,extend,
2.01604700089,1580262734.59,413,874,577,669,276,extend,
2.03662395477,1580262734.61,413,875,577,670,275,extend,
2.06142902374,1580262734.63,411,876,575,668,273,extend,
2.08165097237,1580262734.65,412,875,577,667,274,extend,
2.10612392426,1580262734.68,412,875,577,670,276,extend,
2.13053607941,1580262734.7,412,876,577,670,275,extend,
2.15097904205,1580262734.72,410,877,575,669,272,extend,
2.17558002472,1580262734.74,412,878,575,668,272,extend,
2.19612908363,1580262734.77,413,876,574,663,276,extend,
2.22090196609,1580262734.79,413,870,565,645,274,extend,
2.24528503418,1580262734.81,412,860,554,612,269,extend,
2.26654291153,1580262734.84,411,851,547,572,267,extend,
2.2902340889,1580262734.86,413,840,538,535,271,extend,
2.31106686592,1580262734.88,414,832,527,501,270,extend,
2.33534598351,1580262734.9,414,823,515,474,267,extend,
2.35986208916,1580262734.93,417,817,507,454,269,extend,
2.38051891327,1580262734.95,419,809,499,438,269,extend,
2.40530204773,1580262734.97,417,807,493,425,268,extend,
2.42556595802,1580262734.99,419,803,487,415,266,extend,
2.45006203651,1580262735.02,420,801,486,411,268,extend,
2.47089385986,1580262735.04,421,800,484,412,270,extend,
2.49517393112,1580262735.06,420,798,482,407,268,extend,
2.51966190338,1580262735.09,420,797,477,403,266,extend,
2.54031705856,1580262735.11,421,796,478,402,266,extend,
2.56493186951,1580262735.13,421,795,476,401,268,extend,
2.58528804779,1580262735.15,421,794,474,398,265,extend,
2.60986495018,1580262735.18,422,793,470,393,264,extend,
2.63437795639,1580262735.2,422,792,467,392,265,extend,
2.65491199493,1580262735.22,421,792,465,395,266,extend,
2.67953300476,1580262735.25,422,789,464,389,263,extend,
2.70004487038,1580262735.27,421,789,458,389,261,extend,
2.72474598885,1580262735.29,422,791,460,392,264,extend,
2.74909496307,1580262735.32,424,791,460,393,264,extend,
2.76962590218,1580262735.34,422,788,459,393,263,extend,
2.79411005974,1580262735.36,423,790,459,390,261,extend,
2.8146879673,1580262735.38,422,789,459,392,263,extend,
2.83925795555,1580262735.41,424,790,460,394,265,extend,
2.85973787308,1580262735.43,423,790,460,394,261,extend,
2.88444304466,1580262735.45,422,791,457,391,261,extend,
2.90878200531,1580262735.48,422,790,461,393,264,extend,
2.92939400673,1580262735.5,423,788,461,395,264,extend,
2.95385789871,1580262735.52,422,790,458,394,262,extend,
2.97448086739,1580262735.54,421,789,460,392,259,extend,
2.99894690514,1580262735.57,424,790,459,395,263,extend,
3.02336001396,1580262735.59,424,790,458,396,265,extend,
3.04410386086,1580262735.61,423,787,458,392,261,extend,
3.06857895851,1580262735.64,423,789,456,391,262,extend,
3.08909702301,1580262735.66,424,790,457,393,264,extend,
3.11360907555,1580262735.68,424,789,457,394,265,extend,
3.13821697235,1580262735.71,421,790,458,390,261,extend,
3.1586458683,1580262735.73,423,788,456,392,261,extend,
3.18314409256,1580262735.75,424,789,455,394,264,extend,
3.20374894142,1580262735.77,423,790,455,396,264,extend,
3.22824192047,1580262735.8,423,788,456,390,262,extend,
3.24878001213,1580262735.82,422,789,454,392,260,extend,
3.27326202393,1580262735.84,424,790,456,397,263,extend,
3.2978079319,1580262735.87,423,790,456,397,264,extend,
3.31831502914,1580262735.89,423,790,456,397,262,extend,
3.34285593033,1580262735.91,421,791,457,397,260,extend,
3.36339998245,1580262735.93,424,791,457,400,264,extend,
3.3881418705,1580262735.96,424,792,458,403,264,extend,
3.41248106956,1580262735.98,423,793,458,402,263,extend,
3.43307304382,1580262736.0,423,792,458,402,263,extend,
3.4576458931,1580262736.03,424,793,457,406,266,extend,
3.47816109657,1580262736.05,424,793,458,406,267,extend,
3.50260901451,1580262736.07,423,794,456,405,264,extend,
3.5273680687,1580262736.1,425,794,460,405,266,extend,
3.54785394669,1580262736.12,426,794,461,409,269,extend,
3.57220506668,1580262736.14,425,794,460,411,268,extend,
3.59282588959,1580262736.16,424,792,460,408,266,extend,
3.61734509468,1580262736.19,424,793,461,407,267,extend,
3.63787388802,1580262736.21,425,794,461,409,270,extend,
3.66236996651,1580262736.23,423,794,460,409,269,extend,
3.6869199276,1580262736.26,423,796,459,408,266,extend,
3.70752286911,1580262736.28,424,796,460,409,267,extend,
3.73199605942,1580262736.3,424,796,461,412,268,extend,
3.75248003006,1580262736.32,420,797,460,411,266,extend,
3.77710986137,1580262736.35,422,795,461,404,264,extend,
3.80170702934,1580262736.37,422,796,462,407,264,extend,
3.82215499878,1580262736.39,423,798,462,409,267,extend,
3.84665203094,1580262736.42,422,797,463,408,267,extend,
3.86720705032,1580262736.44,421,797,463,406,264,extend,
3.89186906815,1580262736.46,423,796,464,407,265,extend,
3.91632890701,1580262736.49,422,798,464,410,268,extend,
3.93679404259,1580262736.51,422,797,462,408,266,extend,
3.96137905121,1580262736.53,420,798,461,407,265,extend,
3.98186802864,1580262736.55,422,796,463,406,265,extend,
4.0064868927,1580262736.58,422,798,464,410,268,extend,
4.03105592728,1580262736.6,419,797,464,407,267,extend,
4.05171489716,1580262736.62,422,797,463,409,263,extend,
4.07599687576,1580262736.65,422,799,465,412,266,extend,
4.09667301178,1580262736.67,422,800,467,415,269,extend,
4.12113809586,1580262736.69,422,801,467,416,266,extend,
4.14161300659,1580262736.71,421,800,465,416,267,extend,
4.16618990898,1580262736.74,422,801,467,420,267,extend,
4.19067287445,1580262736.76,423,802,470,423,270,extend,
4.21125006676,1580262736.78,419,802,469,423,268,extend,
4.23586392403,1580262736.8,418,801,469,421,266,extend,
4.25669908524,1580262736.83,420,803,470,424,269,extend,
4.28074908257,1580262736.85,422,803,470,428,270,extend,
4.30544686317,1580262736.87,419,803,470,427,268,extend,
4.32586288452,1580262736.89,421,801,468,424,267,extend,
