pr1,pr2,pr3,pr4,pr5,label,intId
651,833,636,701,615,two,4
652,834,636,701,615,two,4
653,834,636,701,615,two,4
653,834,636,701,615,two,4
653,834,636,701,615,two,4
654,834,636,701,615,two,4
654,834,636,701,616,two,4
654,834,636,701,615,two,4
653,834,636,702,614,two,4
650,834,636,701,611,two,4
649,834,635,701,609,two,4
648,833,636,701,608,two,4
648,834,636,701,606,two,4
648,833,636,701,608,two,4
650,834,635,701,611,two,4
651,834,635,701,612,two,4
652,833,636,701,612,two,4
652,833,636,701,612,two,4
652,834,636,701,614,two,4
654,834,636,701,616,two,4
655,833,636,701,616,two,4
655,834,636,701,617,two,4
655,833,636,701,617,two,4
655,833,636,701,617,two,4
655,833,636,701,617,two,4
655,833,636,701,618,two,4
655,834,635,701,617,two,4
655,833,636,700,617,two,4
656,833,636,701,617,two,4
656,834,636,701,618,two,4
656,833,637,701,618,two,4
656,833,636,701,617,two,4
656,833,636,701,618,two,4
656,834,636,701,618,two,4
655,833,636,701,617,two,4
656,834,636,701,617,two,4
655,833,636,701,617,two,4
655,834,636,701,617,two,4
655,834,636,701,617,two,4
655,833,636,701,617,two,4
655,834,636,701,617,two,4
655,834,636,701,617,two,4
655,833,636,701,617,two,4
655,833,636,701,617,two,4
656,834,636,701,617,two,4
655,833,636,701,617,two,4
655,833,636,701,617,two,4
655,834,635,701,617,two,4
655,833,636,701,617,two,4
655,833,635,702,616,two,4
655,832,635,701,616,two,4
655,834,635,701,616,two,4
655,834,636,701,616,two,4
655,833,635,701,616,two,4
655,834,636,701,616,two,4
655,834,636,701,616,two,4
654,834,635,702,616,two,4
654,833,636,701,616,two,4
654,834,636,701,615,two,4
654,833,636,701,615,two,4
654,833,636,701,615,two,4
654,833,635,701,615,two,4
653,833,636,701,614,two,4
653,834,635,701,615,two,4
654,834,635,701,615,two,4
654,833,635,701,615,two,4
653,834,635,701,615,two,4
653,834,635,701,615,two,4
654,833,636,701,616,two,4
654,833,636,701,616,two,4
654,833,636,700,615,two,4
654,833,636,701,616,two,4
654,834,636,701,617,two,4
655,834,637,702,618,two,4
656,836,637,702,618,two,4
656,836,639,703,619,two,4
657,836,639,703,619,two,4
656,836,638,702,619,two,4
657,836,639,702,619,two,4
656,836,638,703,619,two,4
656,836,638,702,618,two,4
656,836,638,702,618,two,4
656,835,638,701,618,two,4
656,835,638,702,619,two,4
656,835,638,702,619,two,4
656,835,637,701,618,two,4
656,835,637,701,618,two,4
656,835,637,701,618,two,4
655,835,637,701,618,two,4
655,835,637,701,616,two,4
655,835,637,701,616,two,4
655,834,637,701,616,two,4
653,835,637,701,613,two,4
651,834,637,701,610,two,4
650,835,637,701,610,two,4
650,835,637,701,609,two,4
653,835,636,701,611,two,4
654,835,636,701,613,two,4
656,834,637,700,613,two,4
656,835,637,701,613,two,4
656,834,637,700,611,two,4
656,834,637,701,608,two,4
655,835,636,701,607,two,4
655,834,637,701,606,two,4
654,835,636,701,605,two,4
654,835,636,701,604,two,4
654,835,636,701,603,two,4
654,834,636,701,603,two,4
654,834,636,702,603,two,4
654,834,636,701,603,two,4
654,834,636,701,603,two,4
654,834,636,701,604,two,4
654,834,636,701,604,two,4
654,834,637,701,605,two,4
654,835,637,702,606,two,4
654,835,637,703,606,two,4
654,836,636,704,607,two,4
654,837,637,704,607,two,4
654,837,637,704,608,two,4
655,837,638,704,609,two,4
655,837,638,704,610,two,4
656,836,639,703,613,two,4
657,835,638,703,614,two,4
658,834,639,704,615,two,4
659,835,639,705,615,two,4
658,835,639,706,616,two,4
659,834,639,707,616,two,4
658,835,639,707,616,two,4
658,834,640,707,616,two,4
658,834,639,707,616,two,4
659,834,640,707,617,two,4
658,834,640,707,617,two,4
658,834,640,707,617,two,4
658,834,639,706,618,two,4
659,834,640,707,619,two,4
659,834,640,707,619,two,4
658,834,640,707,619,two,4
658,834,640,707,619,two,4
658,834,640,707,619,two,4
658,834,640,708,620,two,4
658,834,640,708,620,two,4
658,834,640,708,620,two,4
658,835,640,708,620,two,4
658,834,640,708,621,two,4
658,834,640,707,620,two,4
657,834,639,708,620,two,4
658,834,640,708,621,two,4
658,834,639,708,620,two,4
658,834,640,708,620,two,4
659,834,640,708,620,two,4
658,835,640,708,621,two,4
658,834,641,708,621,two,4
658,835,640,708,620,two,4
658,834,641,708,621,two,4
658,834,640,708,621,two,4
658,834,640,708,620,two,4
658,835,640,708,620,two,4
659,834,640,708,620,two,4
658,834,640,708,620,two,4
658,835,640,708,620,two,4
658,835,640,708,619,two,4
658,835,640,708,619,two,4
659,835,640,708,619,two,4
658,835,640,708,619,two,4
658,835,640,708,618,two,4
658,835,641,708,618,two,4
658,835,640,708,617,two,4
658,836,640,708,617,two,4
657,836,640,707,615,two,4
658,836,640,705,615,two,4
658,837,638,704,613,two,4
657,837,638,702,611,two,4
656,836,637,701,609,two,4
653,834,636,699,605,two,4
652,832,635,698,600,two,4
650,832,633,698,597,two,4
650,831,633,696,595,two,4
648,830,632,696,593,two,4
648,829,631,695,592,two,4
647,829,631,695,590,two,4
647,828,631,695,589,two,4
647,828,631,695,588,two,4
647,828,630,695,587,two,4
646,827,631,695,584,two,4
646,827,630,695,582,two,4
645,827,630,696,580,two,4
645,827,630,696,578,two,4
644,828,630,696,575,two,4
643,828,630,696,573,two,4
643,828,630,696,572,two,4
642,828,629,696,571,two,4
642,828,629,697,570,two,4
642,827,629,696,569,two,4
641,827,629,696,569,two,4
642,827,629,697,570,two,4
642,827,628,696,570,two,4
643,828,629,696,572,two,4
644,828,629,696,575,two,4
644,828,629,696,578,two,4
646,827,629,697,580,two,4
646,827,629,698,583,two,4
647,827,629,698,587,two,4
648,827,629,698,588,two,4
648,827,629,697,590,two,4
648,827,629,698,591,two,4
648,827,629,697,592,two,4
648,827,629,697,592,two,4
647,827,629,698,592,two,4
648,827,630,699,592,two,4
648,828,630,700,592,two,4
648,828,631,701,592,two,4
648,829,630,701,590,two,4
648,828,630,701,589,two,4
648,829,631,701,588,two,4
647,829,631,701,587,two,4
647,829,631,701,586,two,4
646,829,630,701,583,two,4
646,828,630,701,582,two,4
644,829,630,701,579,two,4
644,829,630,701,578,two,4
644,830,630,701,576,two,4
644,829,630,700,575,two,4
643,828,630,700,573,two,4
642,829,629,700,572,two,4
642,828,630,699,571,two,4
642,829,629,700,569,two,4
641,828,629,699,569,two,4
641,828,629,699,568,two,4
641,828,629,699,568,two,4
641,827,629,699,568,two,4
640,827,629,699,567,two,4
640,827,629,699,567,two,4
641,827,629,700,567,two,4
640,828,629,699,565,two,4
640,827,629,699,566,two,4
640,827,629,699,566,two,4
640,827,629,700,566,two,4
640,827,629,700,566,two,4
639,828,629,700,565,two,4
639,828,629,700,565,two,4
640,828,629,700,566,two,4
639,828,628,700,565,two,4
639,827,629,700,565,two,4
639,828,628,700,564,two,4
639,827,629,700,564,two,4
639,828,629,700,564,two,4
638,828,629,700,564,two,4
639,828,629,700,564,two,4
638,828,629,701,564,two,4
638,827,629,700,564,two,4
638,827,629,700,563,two,4
638,828,629,700,563,two,4
638,828,629,700,563,two,4
638,827,629,700,562,two,4
637,827,629,700,562,two,4
637,827,629,700,562,two,4
637,827,629,700,563,two,4
637,828,629,699,563,two,4
637,828,629,700,563,two,4
637,828,629,700,563,two,4
637,828,629,700,563,two,4
637,828,629,700,564,two,4
637,828,629,700,563,two,4
637,828,629,700,564,two,4
638,828,629,700,564,two,4
638,827,629,700,564,two,4
638,828,628,700,565,two,4
639,828,629,700,564,two,4
639,828,629,700,565,two,4
640,828,629,700,566,two,4
640,828,630,700,567,two,4
639,828,629,701,567,two,4
640,828,630,700,567,two,4
639,828,629,700,566,two,4
639,828,629,700,565,two,4
639,828,629,700,565,three,5
638,828,629,700,565,three,5
639,828,629,700,565,three,5
638,827,629,700,564,three,5
639,828,629,700,565,three,5
639,828,629,700,565,three,5
639,828,629,700,566,three,5
639,827,629,700,566,three,5
640,827,629,700,567,three,5
640,828,629,701,568,three,5
641,827,629,700,569,three,5
641,827,629,700,570,three,5
641,828,629,700,571,three,5
642,827,630,700,573,three,5
643,828,629,700,574,three,5
644,828,630,700,576,three,5
644,828,630,700,578,three,5
645,828,630,700,581,three,5
646,828,630,700,582,three,5
646,828,630,700,584,three,5
647,828,630,700,586,three,5
647,828,630,700,588,three,5
647,828,630,700,588,three,5
647,828,630,700,589,three,5
647,828,630,701,590,three,5
647,828,630,701,590,three,5
647,828,630,701,590,three,5
647,828,630,700,590,three,5
647,828,631,701,592,three,5
647,828,630,700,592,three,5
647,828,630,700,592,three,5
647,828,630,700,593,three,5
647,828,630,700,593,three,5
648,828,630,700,594,three,5
647,828,631,701,595,three,5
646,828,630,701,594,three,5
646,828,631,701,595,three,5
647,828,630,701,598,three,5
645,827,630,700,594,three,5
643,828,630,700,591,three,5
643,827,631,700,592,three,5
647,828,630,700,598,three,5
648,828,631,700,599,three,5
649,828,631,700,599,three,5
649,828,631,701,600,three,5
650,828,630,700,601,three,5
650,828,631,700,602,three,5
650,828,631,700,602,three,5
650,827,631,700,602,three,5
650,828,630,700,602,three,5
649,827,631,700,602,three,5
650,828,630,700,602,three,5
650,828,630,700,602,three,5
650,828,630,700,602,three,5
650,827,630,700,602,three,5
650,828,630,700,601,three,5
650,828,630,700,601,three,5
651,827,631,700,602,three,5
650,828,630,700,600,three,5
650,827,630,700,600,three,5
650,828,630,700,600,three,5
651,827,631,700,600,three,5
650,827,630,700,600,three,5
651,827,630,700,601,three,5
651,828,630,700,600,three,5
651,829,630,699,601,three,5
652,828,631,700,601,three,5
652,828,631,700,602,three,5
652,828,631,700,603,three,5
651,828,630,701,602,three,5
651,828,631,700,602,three,5
651,828,630,700,602,three,5
652,828,631,700,602,three,5
652,827,631,700,601,three,5
651,828,631,700,601,three,5
651,827,631,700,601,three,5
651,828,630,700,601,three,5
651,828,631,700,602,three,5
651,828,630,700,602,three,5
651,828,631,700,603,three,5
652,828,631,700,603,three,5
652,828,631,700,603,three,5
652,828,631,700,603,three,5
651,828,630,700,603,three,5
652,827,630,700,603,three,5
651,828,630,700,603,three,5
652,827,631,700,604,three,5
651,828,630,700,604,three,5
652,828,631,700,604,three,5
652,828,630,700,603,three,5
652,828,631,700,604,three,5
652,828,631,700,604,three,5
651,828,630,701,604,three,5
652,828,631,700,603,three,5
651,828,631,701,603,three,5
652,828,630,700,602,three,5
651,828,631,700,601,three,5
651,828,630,700,599,three,5
651,828,630,700,597,three,5
651,828,630,700,596,three,5
650,827,630,700,593,three,5
649,828,630,700,590,three,5
649,827,630,700,588,three,5
648,827,630,700,585,three,5
648,827,630,700,583,three,5
647,827,630,700,581,three,5
646,828,629,700,581,three,5
647,827,630,700,581,three,5
645,828,629,700,582,three,5
646,827,629,700,584,three,5
645,828,629,700,585,three,5
646,827,629,699,587,three,5
645,828,629,700,587,three,5
645,827,629,700,588,three,5
645,828,630,700,588,three,5
644,828,629,700,589,three,5
644,827,630,700,589,three,5
643,828,630,700,589,three,5
642,828,629,700,589,three,5
642,827,630,700,589,three,5
641,827,630,700,589,three,5
640,827,630,700,589,three,5
640,828,630,700,589,three,5
640,828,630,700,589,three,5
639,827,630,700,589,three,5
640,827,629,700,590,three,5
640,828,630,700,591,three,5
641,828,630,700,592,three,5
641,828,630,700,592,three,5
642,828,630,700,593,three,5
642,828,630,700,593,three,5
643,828,630,700,594,three,5
644,828,630,700,595,three,5
643,828,630,700,596,three,5
645,827,630,700,597,three,5
645,828,630,700,598,three,5
646,828,630,699,599,three,5
646,828,630,700,599,three,5
646,828,630,700,600,three,5
647,828,631,700,601,three,5
647,828,631,700,601,three,5
647,828,630,700,602,three,5
648,828,631,700,601,three,5
647,828,631,700,602,three,5
647,828,631,700,602,three,5
648,828,630,700,602,three,5
648,828,631,700,602,three,5
648,828,631,699,602,three,5
648,827,630,699,601,three,5
649,827,631,699,601,three,5
649,828,631,700,601,three,5
649,828,630,700,600,three,5
649,828,631,700,600,three,5
649,828,631,699,600,three,5
646,828,631,700,598,three,5
644,828,630,700,593,three,5
644,828,630,700,591,three,5
644,827,630,700,590,three,5
643,828,630,700,589,three,5
646,827,630,700,588,three,5
647,828,630,700,590,three,5
647,828,631,700,591,three,5
646,828,631,700,591,three,5
645,830,631,701,590,three,5
647,829,631,700,589,three,5
647,829,630,701,587,three,5
647,829,631,701,586,three,5
647,829,631,701,584,three,5
646,829,630,701,582,three,5
646,829,631,701,580,three,5
645,829,631,701,578,three,5
645,829,631,701,576,three,5
644,830,631,702,574,three,5
643,832,632,703,573,three,5
644,832,632,704,572,three,5
643,833,633,705,570,three,5
643,833,633,705,570,three,5
642,833,633,705,570,three,5
642,834,634,705,571,three,5
642,835,633,705,572,three,5
644,835,633,706,572,three,5
644,835,634,707,573,three,5
644,835,634,707,573,three,5
643,836,633,708,572,three,5
644,835,634,707,571,three,5
644,835,634,708,571,three,5
643,836,634,707,571,three,5
643,835,635,707,570,three,5
643,835,634,708,570,three,5
643,834,635,707,570,three,5
643,834,634,707,570,three,5
642,834,634,707,569,three,5
642,834,634,707,569,three,5
642,834,634,706,570,three,5
642,833,634,706,570,three,5
642,834,634,707,571,three,5
642,833,635,706,571,three,5
643,833,634,706,573,three,5
643,834,635,706,575,three,5
644,833,635,706,576,three,5
645,833,635,706,578,three,5
645,833,636,706,581,three,5
645,833,635,706,583,three,5
646,833,635,707,584,three,5
645,833,635,706,586,three,5
645,833,635,706,587,three,5
644,833,635,707,587,three,5
645,833,635,705,588,three,5
645,833,636,706,589,three,5
645,834,636,706,588,three,5
645,833,636,706,587,three,5
644,834,636,706,587,three,5
644,834,636,706,586,three,5
644,834,635,707,585,three,5
643,833,636,706,585,three,5
643,833,635,707,583,three,5
642,833,636,706,583,three,5
642,834,635,706,581,three,5
642,833,635,706,579,three,5
641,833,635,706,578,three,5
640,833,635,706,576,three,5
640,833,635,706,575,three,5
640,833,636,706,573,three,5
638,833,635,706,572,three,5
638,833,635,706,570,three,5
637,833,635,706,569,three,5
636,833,635,706,567,three,5
635,833,634,706,565,three,5
634,833,634,706,564,three,5
633,833,634,706,563,three,5
633,832,634,706,561,three,5
632,833,634,706,561,three,5
632,833,634,707,560,three,5
632,833,634,706,559,three,5
631,833,634,706,560,three,5
631,833,635,706,559,three,5
631,833,634,707,559,three,5
631,833,635,706,560,three,5
631,833,634,707,559,three,5
631,833,634,706,560,three,5
631,833,634,706,559,three,5
631,833,634,706,559,three,5
631,832,634,706,559,three,5
631,833,634,706,558,three,5
631,833,634,706,559,three,5
630,833,634,706,558,three,5
630,833,634,707,558,three,5
630,833,634,706,558,three,5
630,833,634,706,558,three,5
630,833,634,706,558,three,5
629,833,634,706,557,three,5
629,833,634,706,557,three,5
628,833,634,706,557,three,5
629,831,634,706,557,three,5
628,833,635,706,556,three,5
628,832,634,706,556,three,5
628,833,634,706,555,three,5
627,833,634,706,555,three,5
628,832,634,706,554,three,5
626,833,634,706,554,three,5
627,833,635,706,555,three,5
626,833,634,707,554,three,5
626,832,634,706,555,three,5
626,832,634,706,554,three,5
626,832,634,706,554,three,5
626,832,634,706,554,three,5
626,832,634,706,553,three,5
626,832,634,706,554,three,5
626,832,634,706,554,three,5
626,832,634,706,554,three,5
626,832,634,706,554,three,5
626,833,634,706,554,three,5
626,832,634,706,554,three,5
627,832,634,706,554,three,5
626,833,634,706,554,three,5
626,832,634,706,554,three,5
626,833,634,706,554,three,5
626,832,634,706,554,three,5
626,831,634,706,554,three,5
626,832,633,706,554,three,5
626,832,634,705,554,three,5
626,832,634,706,554,three,5
625,833,634,706,554,three,5
626,832,635,706,555,three,5
626,833,635,707,554,three,5
625,832,635,706,554,three,5
623,833,635,707,553,three,5
622,832,634,705,553,three,5
620,832,634,706,552,three,5
617,833,634,706,551,three,5
615,831,634,706,550,three,5
613,832,634,706,549,three,5
611,832,634,706,549,three,5
609,832,634,706,547,three,5
608,832,634,706,547,three,5
607,832,634,706,547,three,5
606,832,634,706,546,three,5
606,832,633,706,546,three,5
605,832,634,706,545,three,5
605,833,633,706,546,three,5
606,832,633,706,545,three,5
605,831,634,706,545,three,5
604,832,633,706,545,three,5
605,832,634,705,545,three,5
605,832,633,706,545,three,5
605,832,634,705,545,three,5
606,832,634,706,545,three,5
605,833,634,706,546,three,5
606,832,634,706,546,three,5
605,833,633,707,546,three,5
606,832,634,706,546,three,5
606,832,634,706,546,three,5
606,832,634,706,546,three,5
606,832,634,706,546,three,5
606,832,634,706,546,three,5
606,832,634,706,546,three,5
607,832,634,706,546,three,5
607,833,634,705,546,three,5
607,833,633,706,546,three,5
608,833,634,706,547,three,5
608,833,634,705,547,three,5
609,833,634,705,547,three,5
609,833,633,703,547,three,5
609,834,633,703,547,three,5
610,833,633,702,547,three,5
609,833,632,700,545,three,5
608,832,632,698,544,three,5
607,832,631,698,542,three,5
606,830,631,697,540,three,5
606,830,630,698,539,three,5
606,830,630,698,539,three,5
607,829,630,698,540,three,5
607,830,630,698,540,three,5
608,829,630,698,541,three,5
608,829,629,698,541,three,5
610,828,630,698,543,three,5
612,828,629,698,543,three,5
614,828,630,698,544,three,5
616,828,630,698,545,four,6
617,828,629,698,546,four,6
619,828,630,698,547,four,6
619,828,630,698,547,four,6
620,828,630,698,548,four,6
622,829,630,698,549,four,6
624,828,630,697,550,four,6
625,828,630,698,551,four,6
627,829,630,698,552,four,6
628,828,630,698,553,four,6
628,828,630,698,553,four,6
629,827,630,698,554,four,6
628,828,629,698,553,four,6
630,828,630,698,554,four,6
629,828,629,698,553,four,6
629,829,630,697,553,four,6
630,828,630,698,553,four,6
629,829,630,698,553,four,6
630,828,630,698,554,four,6
629,829,629,699,553,four,6
630,828,630,699,554,four,6
630,829,630,699,554,four,6
630,828,630,698,554,four,6
631,828,630,698,554,four,6
630,829,630,698,555,four,6
631,828,630,698,556,four,6
632,828,630,698,557,four,6
632,828,630,698,558,four,6
633,828,630,699,560,four,6
634,829,630,699,562,four,6
634,829,630,698,564,four,6
635,829,630,699,566,four,6
637,829,630,699,569,four,6
638,829,630,699,572,four,6
639,829,630,699,574,four,6
639,829,630,699,577,four,6
640,828,630,699,580,four,6
641,829,630,699,582,four,6
641,829,631,698,583,four,6
642,829,631,699,585,four,6
642,830,631,698,587,four,6
643,829,632,698,589,four,6
643,830,631,699,590,four,6
643,829,631,699,592,four,6
643,829,631,699,593,four,6
643,829,631,699,595,four,6
643,829,631,699,596,four,6
643,830,632,699,596,four,6
643,829,632,699,598,four,6
643,829,631,699,599,four,6
643,829,632,699,600,four,6
643,829,632,699,601,four,6
643,829,632,699,602,four,6
643,829,632,699,603,four,6
643,829,632,699,603,four,6
643,829,632,699,603,four,6
643,829,632,699,603,four,6
643,829,632,699,603,four,6
643,829,632,699,602,four,6
643,829,632,699,602,four,6
643,829,631,699,601,four,6
643,829,632,698,600,four,6
642,829,632,699,596,four,6
640,829,632,699,593,four,6
638,829,631,699,591,four,6
637,830,631,699,589,four,6
636,829,632,699,588,four,6
636,829,631,699,588,four,6
636,829,631,698,587,four,6
636,829,631,699,588,four,6
638,829,631,698,588,four,6
639,829,631,699,587,four,6
640,829,631,699,588,four,6
643,829,631,698,589,four,6
643,829,631,699,588,four,6
644,829,631,699,587,four,6
644,829,631,699,585,four,6
644,829,631,699,583,four,6
643,829,631,699,580,four,6
643,829,630,699,577,four,6
641,829,631,699,573,four,6
640,829,630,698,569,four,6
638,828,630,699,565,four,6
635,828,630,698,561,four,6
634,827,630,698,558,four,6
632,828,629,698,555,four,6
630,828,629,699,553,four,6
629,828,629,698,551,four,6
628,827,630,698,550,four,6
627,828,630,698,549,four,6
626,828,629,699,548,four,6
625,828,629,699,547,four,6
624,828,629,699,547,four,6
624,827,630,698,547,four,6
623,828,629,698,546,four,6
623,827,629,699,547,four,6
624,827,629,698,547,four,6
624,828,629,698,549,four,6
625,828,629,698,551,four,6
626,828,630,699,554,four,6
627,828,630,698,555,four,6
629,828,629,699,556,four,6
629,828,629,698,556,four,6
630,827,630,698,557,four,6
631,829,630,699,557,four,6
632,829,630,698,558,four,6
633,829,630,699,559,four,6
634,828,630,699,561,four,6
635,829,630,698,563,four,6
636,828,630,698,565,four,6
638,829,630,698,567,four,6
639,829,630,698,571,four,6
641,829,631,698,574,four,6
641,830,631,699,579,four,6
643,829,632,698,583,four,6
644,829,632,699,587,four,6
645,829,632,698,592,four,6
646,830,632,699,595,four,6
647,829,632,698,599,four,6
647,830,632,698,601,four,6
648,830,632,698,603,four,6
648,830,632,698,604,four,6
648,829,632,698,605,four,6
647,829,632,698,603,four,6
646,829,632,698,603,four,6
646,829,632,698,603,four,6
644,829,632,698,600,four,6
644,829,632,698,602,four,6
645,829,633,698,602,four,6
649,829,632,698,607,four,6
650,829,632,699,610,four,6
649,830,632,698,610,four,6
650,828,632,698,610,four,6
647,829,632,698,608,four,6
647,829,632,698,606,four,6
648,829,632,698,605,four,6
648,830,632,698,606,four,6
648,829,632,698,606,four,6
649,830,632,699,606,four,6
649,829,633,698,606,four,6
649,830,632,699,606,four,6
649,829,632,698,606,four,6
649,829,632,698,606,four,6
649,829,632,698,606,four,6
649,829,632,699,606,four,6
649,830,632,698,606,four,6
649,829,632,698,606,four,6
649,829,632,698,606,four,6
649,829,632,698,606,four,6
649,830,632,698,605,four,6
649,829,632,698,605,four,6
649,829,632,698,604,four,6
649,829,632,698,604,four,6
648,829,632,698,603,four,6
648,830,632,698,603,four,6
649,830,634,697,603,four,6
648,831,633,696,603,four,6
650,830,633,695,604,four,6
650,830,633,695,604,four,6
650,830,634,694,605,four,6
651,829,634,695,605,four,6
650,829,635,695,605,four,6
651,828,636,695,606,four,6
651,828,635,695,606,four,6
650,827,636,695,606,four,6
651,828,636,696,606,four,6
651,827,636,695,606,four,6
651,826,636,695,606,four,6
650,826,636,696,606,four,6
650,826,637,695,605,four,6
650,826,636,695,605,four,6
650,826,637,695,605,four,6
649,825,637,695,604,four,6
650,826,637,695,604,four,6
650,825,637,695,603,four,6
649,826,636,695,602,four,6
649,827,636,694,601,four,6
649,826,635,694,601,four,6
649,827,635,694,600,four,6
648,827,634,694,600,four,6
649,826,634,694,600,four,6
649,828,634,694,599,four,6
649,828,634,693,599,four,6
649,828,634,694,599,four,6
649,828,634,694,599,four,6
649,829,635,694,599,four,6
649,828,634,695,599,four,6
650,829,634,694,600,four,6
649,829,634,694,599,four,6
650,829,634,694,600,four,6
650,828,634,694,601,four,6
649,829,634,694,602,four,6
650,828,635,694,602,four,6
650,829,634,694,602,four,6
650,829,634,694,602,four,6
650,829,634,694,602,four,6
650,829,634,694,602,four,6
650,829,634,694,602,four,6
649,829,634,694,602,four,6
650,829,634,694,602,four,6
650,829,633,694,602,four,6
650,829,634,694,603,four,6
649,829,634,694,602,four,6
650,828,634,694,602,four,6
649,829,633,694,602,four,6
650,829,634,694,602,four,6
650,829,634,694,602,four,6
650,829,634,694,602,four,6
650,829,635,694,602,four,6
650,829,634,694,602,four,6
649,829,634,693,602,four,6
650,829,634,695,602,four,6
650,829,634,694,602,four,6
650,829,634,694,602,four,6
650,829,634,694,602,four,6
650,829,634,694,601,four,6
650,829,634,694,601,four,6
650,829,634,694,601,four,6
650,829,634,694,601,four,6
649,829,634,694,601,four,6
649,829,634,694,601,four,6
650,829,634,694,601,four,6
649,829,635,694,602,four,6
649,829,634,694,600,four,6
649,830,634,694,601,four,6
649,830,634,694,601,four,6
649,829,634,694,600,four,6
649,829,634,694,600,four,6
649,829,634,693,600,four,6
649,830,633,694,599,four,6
649,829,634,693,600,four,6
650,830,634,694,598,four,6
649,830,634,694,599,four,6
650,830,635,694,599,four,6
649,829,634,694,599,four,6
650,830,635,694,599,four,6
649,830,634,694,599,four,6
650,829,634,693,599,four,6
650,830,634,694,599,four,6
650,829,634,694,599,four,6
650,829,634,694,599,four,6
650,829,634,694,599,four,6
650,830,634,694,599,four,6
649,830,634,694,599,four,6
650,830,634,694,599,four,6
650,830,634,694,599,four,6
650,829,634,694,600,four,6
650,830,634,694,600,four,6
649,830,634,694,600,four,6
650,830,634,694,601,four,6
649,830,634,694,601,four,6
650,830,634,694,601,four,6
649,830,634,694,601,four,6
650,829,634,693,601,four,6
650,830,634,694,601,four,6
650,830,634,694,601,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,601,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,601,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
649,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,831,634,694,602,four,6
650,830,634,694,602,four,6
650,829,634,694,602,four,6
649,830,634,694,602,four,6
650,829,634,694,602,four,6
650,830,633,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,601,four,6
650,830,634,695,602,four,6
651,830,635,694,602,four,6
650,831,634,695,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,602,four,6
650,830,634,694,601,four,6
650,830,634,694,602,four,6
650,831,634,694,602,four,6
650,831,634,694,602,four,6
650,831,634,694,602,four,6
649,831,634,693,602,four,6
649,830,635,693,602,four,6
649,831,634,694,602,four,6
650,830,635,693,601,four,6
649,832,635,692,601,four,6
649,832,634,691,601,four,6
648,832,634,692,600,four,6
647,832,634,694,600,four,6
647,831,634,694,599,four,6
646,830,634,695,598,four,6
646,829,633,695,599,four,6
646,828,632,696,598,four,6
646,828,632,696,598,four,6
646,828,632,697,597,four,6
646,827,632,697,598,four,6
646,828,632,698,598,four,6
646,828,632,698,597,five,7
646,828,632,698,598,five,7
646,828,632,699,598,five,7
646,828,632,699,597,five,7
646,829,632,699,597,five,7
646,829,632,699,597,five,7
646,829,632,699,597,five,7
646,829,632,699,596,five,7
645,828,632,699,596,five,7
645,829,631,699,595,five,7
645,829,632,699,595,five,7
645,829,631,700,594,five,7
645,829,631,699,594,five,7
646,829,632,699,594,five,7
645,829,631,700,595,five,7
646,829,632,699,595,five,7
646,829,631,700,595,five,7
645,829,631,700,596,five,7
646,829,632,700,595,five,7
646,829,631,699,595,five,7
645,829,631,700,596,five,7
646,829,632,699,596,five,7
646,829,631,699,596,five,7
646,829,631,700,596,five,7
645,829,631,699,596,five,7
646,829,631,699,597,five,7
646,829,632,700,597,five,7
647,829,631,700,597,five,7
647,829,632,699,598,five,7
647,829,632,700,599,five,7
646,829,631,699,598,five,7
646,829,631,700,598,five,7
646,829,631,700,598,five,7
647,828,631,699,599,five,7
647,829,632,700,599,five,7
646,828,631,699,598,five,7
647,829,631,700,598,five,7
646,829,631,699,599,five,7
647,829,632,699,598,five,7
646,830,631,700,598,five,7
647,829,632,700,598,five,7
646,829,631,700,598,five,7
647,829,632,700,599,five,7
646,829,631,700,598,five,7
646,829,631,699,599,five,7
647,829,631,700,598,five,7
646,829,631,699,598,five,7
647,829,631,699,599,five,7
647,829,631,699,599,five,7
647,830,631,699,600,five,7
647,829,631,700,601,five,7
647,829,632,699,602,five,7
648,829,631,699,602,five,7
648,829,632,699,603,five,7
648,829,631,700,603,five,7
649,829,632,699,604,five,7
649,829,632,699,604,five,7
649,829,631,700,605,five,7
649,828,632,699,605,five,7
649,829,631,699,605,five,7
650,828,632,699,606,five,7
650,829,631,700,606,five,7
650,829,632,699,607,five,7
651,829,633,700,607,five,7
651,829,632,700,608,five,7
651,829,632,700,610,five,7
651,830,632,699,610,five,7
651,829,632,699,612,five,7
652,829,632,700,612,five,7
653,829,632,699,613,five,7
654,828,632,700,613,five,7
