delta Time, Unix Time, pr1, pr2, pr3, pr4, pr5, label
2.44995999336,1580261690.23,400,851,493,618,198,extend,
2.45113515854,1580261690.23,402,852,494,617,198,extend,
2.45222997665,1580261690.23,402,852,495,618,197,extend,
2.45282912254,1580261690.23,403,852,494,620,195,extend,
2.45329499245,1580261690.23,401,853,493,622,197,extend,
2.45420598984,1580261690.23,400,851,493,618,198,extend,
2.45469808578,1580261690.23,402,852,494,617,198,extend,
2.45518398285,1580261690.23,402,852,495,618,197,extend,
2.45567202568,1580261690.23,403,852,494,620,195,extend,
2.45615506172,1580261690.23,401,853,493,622,197,extend,
2.45735216141,1580261690.24,405,862,503,652,200,extend,
2.45785403252,1580261690.24,405,862,503,652,200,extend,
2.45833015442,1580261690.24,404,862,502,651,196,extend,
2.45885109901,1580261690.24,406,862,503,653,198,extend,
2.45960307121,1580261690.24,403,863,503,652,199,extend,
2.46020317078,1580261690.24,404,862,506,652,200,extend,
2.46072602272,1580261690.24,405,863,508,653,200,extend,
2.46121001244,1580261690.24,404,863,510,652,201,extend,
2.46168613434,1580261690.24,405,863,510,650,199,extend,
2.46213698387,1580261690.24,405,863,510,650,199,extend,
2.4625890255,1580261690.24,406,862,510,651,200,extend,
2.46305799484,1580261690.24,406,861,510,649,200,extend,
2.46355009079,1580261690.24,405,860,508,648,200,extend,
2.46402001381,1580261690.24,407,859,508,649,201,extend,
2.46448802948,1580261690.24,407,860,506,649,202,extend,
2.46495914459,1580261690.24,408,859,504,646,203,extend,
2.46543002129,1580261690.24,408,860,499,646,200,extend,
2.46593618393,1580261690.24,409,858,499,644,203,extend,
2.46641397476,1580261690.24,411,858,498,645,205,extend,
2.46688508987,1580261690.25,411,858,497,644,203,extend,
2.46735715866,1580261690.25,411,856,496,641,206,extend,
2.46784305573,1580261690.25,414,857,493,641,208,extend,
2.46815514565,1580261690.25,414,856,493,639,210,extend,
2.46846699715,1580261690.25,415,854,493,639,209,extend,
2.46878004074,1580261690.25,413,855,494,635,209,extend,
2.46908998489,1580261690.25,415,854,493,635,209,extend,
2.4693980217,1580261690.25,416,855,493,637,210,extend,
2.46972513199,1580261690.25,413,854,491,635,208,extend,
2.47003412247,1580261690.25,415,854,492,634,209,extend,
2.47034311295,1580261690.25,414,854,493,636,210,extend,
2.47065019608,1580261690.25,416,854,494,636,211,extend,
2.4709610939,1580261690.25,415,852,491,635,207,extend,
2.47127008438,1580261690.25,414,854,493,634,208,extend,
2.47158002853,1580261690.25,416,854,495,634,209,extend,
2.47188901901,1580261690.25,416,854,494,635,210,extend,
2.47220206261,1580261690.25,416,853,495,633,207,extend,
2.47251415253,1580261690.25,414,854,496,632,207,extend,
2.4968931675,1580261690.28,415,853,496,633,209,extend,
2.51726913452,1580261690.3,415,853,496,633,209,extend,
