delta Time, Unix Time, pr1, pr2, pr3, pr4, pr5, label
0.802842855453,1580261826.46,403,867,501,637,216,extend,
0.803912878036,1580261826.46,404,867,501,637,217,extend,
0.804376840591,1580261826.46,401,867,501,636,215,extend,
0.804823875427,1580261826.46,402,866,500,636,213,extend,
0.805293798447,1580261826.46,404,867,501,636,215,extend,
0.805751800537,1580261826.46,403,867,501,637,216,extend,
0.806605815887,1580261826.46,404,867,501,637,217,extend,
0.807075977325,1580261826.46,401,867,501,636,215,extend,
0.807537794113,1580261826.46,402,866,500,636,213,extend,
0.808001995087,1580261826.46,404,867,501,636,215,extend,
0.808463811874,1580261826.46,403,867,501,637,216,extend,
1.64882588387,1580261827.3,414,817,394,408,198,extend,
1.67358994484,1580261827.33,414,816,394,408,197,extend,
1.69408082962,1580261827.35,413,816,394,406,195,extend,
1.71856999397,1580261827.37,414,817,392,409,196,extend,
1.73904490471,1580261827.39,413,817,395,405,197,extend,
1.76346588135,1580261827.42,414,818,394,409,196,extend,
1.78798890114,1580261827.44,414,818,394,411,198,extend,
1.80864691734,1580261827.46,413,818,395,411,197,extend,
1.83343482018,1580261827.49,413,817,393,407,195,extend,
1.85363483429,1580261827.51,414,819,396,412,198,extend,
1.87817978859,1580261827.53,414,819,395,414,198,extend,
1.90272688866,1580261827.56,411,819,394,413,198,extend,
1.92334580421,1580261827.58,414,819,396,412,197,extend,
1.94778084755,1580261827.6,414,820,395,415,197,extend,
1.9686498642,1580261827.62,414,819,396,418,199,extend,
1.99308586121,1580261827.65,415,820,398,416,198,extend,
2.01748991013,1580261827.67,412,819,395,418,197,extend,
2.0382668972,1580261827.69,414,820,398,420,201,extend,
2.06262493134,1580261827.72,414,820,398,423,199,extend,
2.08313298225,1580261827.74,412,819,395,421,199,extend,
2.10759186745,1580261827.76,413,820,398,421,198,extend,
2.12799477577,1580261827.78,413,820,398,424,197,extend,
2.15290999413,1580261827.81,413,820,398,427,200,extend,
2.17703795433,1580261827.83,413,819,400,425,199,extend,
2.19773697853,1580261827.85,411,819,399,426,198,extend,
